布靡そ絪腹,笲そ絪腹,腹,布贺絪腹,布贺絏,隔絬そ隔絪腹,诀絪腹,ó腹,ó丁(),璸禣(),璸禣(),ó丁(),璸禣(),璸禣(),ユ龟Ι,﹍布基,纔磃布基,纔磃肂
EasyCard,47000,1164818152,1,穛ρ1布,1133,178,430-FQ,2017/1/17 15:09,7,芖,2017/1/17 15:24,2,浆,15,17,15,2
EasyCard,47000,1164818152,1,穛ρ1布,1133,178,430-FQ,2017/1/19 15:13,7,芖,2017/1/19 15:27,2,浆,15,17,15,2
EasyCard,47000,1164818152,1,穛ρ1布,1133,178,430-FQ,2017/1/28 15:23,7,芖,2017/1/28 15:41,2,浆,15,17,15,2
EasyCard,47000,1164818152,1,穛ρ1布,1141,135,927-FW,2017/1/28 09:03,2,浆,2017/1/28 09:14,7,芖,14,16,14,2
EasyCard,47000,1165540584,0,布,1133,208,938-FW,2017/1/29 10:46,0,浆ó,2017/1/29 11:57,11,碔,82,94,83,11
EasyCard,47000,1175464628,0,布,1141,135,927-FW,2017/1/10 10:01,17,ぱ不,2017/1/10 10:12,18,ゅ,21,24,21,3
EasyCard,47000,1182373864,1,穛ρ1布,1126,133,930-FW,2017/1/17 06:47,1,盵,2017/1/17 06:50,2,浆,11,12,11,1
EasyCard,47000,1182373864,1,穛ρ1布,1126,133,930-FW,2017/1/18 06:47,1,盵,2017/1/18 06:50,2,浆,11,12,11,1
EasyCard,47000,1182373864,1,穛ρ1布,1126,133,930-FW,2017/1/21 06:47,1,盵,2017/1/21 06:52,2,浆,11,12,11,1
EasyCard,47000,1182373864,1,穛ρ1布,1126,135,927-FW,2017/1/13 06:52,1,盵,2017/1/13 06:58,2,浆,11,12,11,1
EasyCard,47000,1182373864,1,穛ρ1布,1126,135,927-FW,2017/1/26 06:47,1,盵,2017/1/26 06:51,2,浆,11,12,11,1
EasyCard,47000,1182373864,1,穛ρ1布,1141,101,925-FW,2017/1/12 09:05,1,盵,2017/1/12 09:16,2,浆,11,12,11,1
EasyCard,47000,1182373864,1,穛ρ1布,1141,101,925-FW,2017/1/30 09:02,1,盵,2017/1/30 09:11,3,古ń,11,12,11,1
EasyCard,47000,1182388712,1,穛ρ1布,1133,208,938-FW,2017/1/30 10:43,0,浆ó,2017/1/30 12:00,11,碔,41,47,41,6
EasyCard,47000,1182388712,1,穛ρ1布,1133,208,938-FW,2017/1/30 15:02,11,碔,2017/1/30 16:18,0,浆ó,41,47,41,6
EasyCard,47000,1182508008,1,穛ρ1布,1133,254,421-FQ,2017/1/21 11:11,0,浆ó,2017/1/21 11:16,2,浆,11,12,11,1
EasyCard,47000,1182508008,1,穛ρ1布,1141,101,925-FW,2017/1/24 08:58,1,盵,2017/1/24 12:49,28,冰,181,206,181,25
EasyCard,47000,1182524392,1,穛ρ1布,1133,178,428-FQ,2017/1/13 10:46,0,浆ó,2017/1/13 11:34,6,眃贾,19,22,19,3
EasyCard,47000,1182524392,1,穛ρ1布,1133,178,430-FQ,2017/1/11 11:10,0,浆ó,2017/1/11 11:32,6,眃贾,19,22,19,3
EasyCard,47000,1182524392,1,穛ρ1布,1133,227,918-FW,2017/1/3 13:50,0,浆ó,2017/1/3 14:29,6,眃贾,19,22,19,3
EasyCard,47000,1182524392,1,穛ρ1布,1141,101,925-FW,2017/1/1 08:41,0,浆ó,2017/1/1 09:19,6,眃贾,19,22,19,3
EasyCard,47000,1182524392,1,穛ρ1布,1141,101,925-FW,2017/1/12 08:58,0,浆ó,2017/1/12 09:26,6,眃贾,19,22,19,3
EasyCard,47000,118325846,5,厩ネ布,1133,138,426-FQ,2017/1/16 14:22,15,嘹也爵,2017/1/16 16:02,0,浆ó,126,144,126,18
EasyCard,47000,1183762276,0,布,1141,133,930-FW,2017/1/23 08:37,0,浆ó,2017/1/23 11:06,22,秽,177,202,177,25
EasyCard,47000,1183762276,0,布,1141,133,930-FW,2017/1/23 11:07,22,秽,2017/1/23 11:35,17,ぱ不,44,50,44,6
EasyCard,47000,118736305,0,布,1133,151,948-FW,2017/1/1 12:02,10,穝,2017/1/1 12:31,15,嘹也爵,56,64,56,8
EasyCard,47000,118864833,0,布,1133,134,FAC-711,2017/1/1 17:15,15,嘹也爵,2017/1/1 18:37,0,浆ó,126,144,126,18
EasyCard,47000,118864833,0,布,1133,151,948-FW,2017/1/1 12:02,10,穝,2017/1/1 12:31,15,嘹也爵,56,64,56,8
EasyCard,47000,1196142056,1,穛ρ1布,1133,111,420-FQ,2017/1/9 11:09,0,浆ó,2017/1/9 11:53,10,穝,35,40,35,5
EasyCard,47000,1196315112,1,穛ρ1布,1133,178,430-FQ,2017/1/19 15:50,0,浆ó,2017/1/19 15:55,0,浆ó,11,12,11,1
EasyCard,47000,1197048808,3,稲み布,1126,135,927-FW,2017/1/13 09:59,5,瓾,2017/1/13 10:09,2,浆,11,12,11,1
EasyCard,47000,1197048808,3,稲み布,1141,101,925-FW,2017/1/3 09:07,2,浆,2017/1/3 09:13,5,瓾,11,12,11,1
EasyCard,47000,1197054952,1,穛ρ1布,1141,135,927-FW,2017/1/14 08:47,0,浆ó,2017/1/14 09:29,10,穝,34,38,34,4
EasyCard,47000,1197136872,1,穛ρ1布,1133,178,430-FQ,2017/1/11 11:05,0,浆ó,2017/1/11 11:45,9,╭狶,32,36,32,4
EasyCard,47000,1197136872,1,穛ρ1布,1141,101,925-FW,2017/1/1 08:56,0,浆ó,2017/1/1 09:31,9,╭狶,31,35,31,4
EasyCard,47000,1197136872,1,穛ρ1布,1141,101,925-FW,2017/1/15 08:56,0,浆ó,2017/1/15 09:29,9,╭狶,31,35,31,4
EasyCard,47000,1197136872,1,穛ρ1布,1141,133,930-FW,2017/1/20 08:56,0,浆ó,2017/1/20 09:35,9,╭狶,31,35,31,4
EasyCard,47000,1197177064,1,穛ρ1布,1126,101,925-FW,2017/1/19 10:15,2,浆,2017/1/19 10:26,0,浆ó,11,12,11,1
EasyCard,47000,1197177064,1,穛ρ1布,1126,135,927-FW,2017/1/23 10:07,3,古ń,2017/1/23 10:23,0,浆ó,14,16,14,2
EasyCard,47000,1197177064,1,穛ρ1布,1141,101,925-FW,2017/1/12 08:47,0,浆ó,2017/1/12 09:16,2,浆,11,12,11,1
EasyCard,47000,1197177064,1,穛ρ1布,1141,133,930-FW,2017/1/23 08:45,0,浆ó,2017/1/23 09:15,3,古ń,14,16,14,2
EasyCard,47000,1221326552,0,布,1133,227,918-FW,2017/1/12 18:27,0,浆ó,2017/1/12 18:40,0,浆ó,21,24,21,3
EasyCard,47000,1223169299,0,布,1133,151,948-FW,2017/1/18 11:12,0,浆ó,2017/1/18 12:52,17,ぱ不,151,172,151,21
EasyCard,47000,1223329907,0,布,1133,212,477-FQ,2017/1/18 13:49,0,浆ó,2017/1/18 13:58,0,浆ó,21,24,21,3
EasyCard,47000,1274066747,1,穛ρ1布,1133,111,420-FQ,2017/1/9 11:56,10,穝,2017/1/9 12:09,12,び緗徽,11,12,11,1
EasyCard,47000,1274540523,5,厩ネ布,1133,262,962-FW,2017/1/18 13:12,0,浆ó,2017/1/18 13:35,0,浆ó,21,24,21,3
EasyCard,47000,129727462,0,布,1133,151,948-FW,2017/1/1 10:53,0,浆ó,2017/1/1 11:12,0,浆ó,21,24,21,3
EasyCard,47000,129819206,0,布,1133,151,948-FW,2017/1/1 10:53,0,浆ó,2017/1/1 11:12,0,浆ó,21,24,21,3
EasyCard,47000,1299917056,5,厩ネ布,1133,178,430-FQ,2017/1/20 14:19,15,嘹也爵,2017/1/20 14:56,10,穝,56,64,56,8
EasyCard,47000,1321200934,0,布,1133,178,430-FQ,2017/1/23 13:58,17,ぱ不,2017/1/23 15:40,0,浆ó,151,172,151,21
EasyCard,47000,1321200934,0,布,1141,133,930-FW,2017/1/23 08:36,0,浆ó,2017/1/23 09:51,12,び緗徽,79,90,79,11
EasyCard,47000,1324004902,0,布,1133,138,426-FQ,2017/1/16 12:15,12,び緗徽,2017/1/16 12:33,15,嘹也爵,42,48,42,6
EasyCard,47000,1324004902,0,布,1133,178,430-FQ,2017/1/17 14:05,16,厚,2017/1/17 14:55,10,穝,75,86,76,10
EasyCard,47000,1324007862,0,布,1133,138,426-FQ,2017/1/16 12:15,12,び緗徽,2017/1/16 12:33,15,嘹也爵,42,48,42,6
EasyCard,47000,1324007862,0,布,1133,178,430-FQ,2017/1/17 14:05,16,厚,2017/1/17 14:55,10,穝,75,86,76,10
EasyCard,47000,1344314189,5,厩ネ布,1141,101,925-FW,2017/1/9 17:44,23,稯,2017/1/9 20:07,0,浆ó,233,265,233,32
EasyCard,47000,1355931712,5,厩ネ布,1141,135,927-FW,2017/1/2 16:33,23,稯,2017/1/2 19:24,0,浆ó,233,265,233,32
EasyCard,47000,135697249,0,布,1133,178,430-FQ,2017/1/14 14:18,15,嘹也爵,2017/1/14 14:43,13,琄爵,32,36,32,4
EasyCard,47000,136068929,0,布,1133,178,430-FQ,2017/1/24 15:55,0,浆ó,2017/1/24 15:59,0,浆ó,21,24,21,3
EasyCard,47000,1375219723,0,布,1133,178,430-FQ,2017/1/28 12:00,10,穝,2017/1/28 12:11,12,び緗徽,21,24,21,3
EasyCard,47000,1377215904,5,厩ネ布,1141,101,925-FW,2017/1/21 08:37,0,浆ó,2017/1/21 09:00,1,盵,21,24,21,3
EasyCard,47000,139511375,0,布,1133,227,918-FW,2017/1/3 13:50,0,浆ó,2017/1/3 14:31,6,眃贾,38,43,38,5
EasyCard,47000,141057761,0,布,1133,178,430-FQ,2017/1/8 14:00,17,ぱ不,2017/1/8 15:34,0,浆ó,151,172,151,21
EasyCard,47000,141644728,0,布,1133,221,472-FQ,2017/1/23 13:45,0,浆ó,2017/1/23 15:51,16,厚,146,166,146,20
EasyCard,47000,1419097428,0,布,1133,123,955-FW,2017/1/3 12:42,15,嘹也爵,2017/1/3 12:54,15,嘹也爵,21,24,21,3
EasyCard,47000,142332961,0,布,1133,219,919-FW,2017/1/30 15:11,10,穝,2017/1/30 16:55,17,ぱ不,81,92,81,11
EasyCard,47000,1433360374,0,布,1133,208,938-FW,2017/1/30 11:30,5,瓾,2017/1/30 11:59,11,碔,50,57,50,7
EasyCard,47000,1433660928,5,厩ネ布,1126,101,925-FW,2017/1/2 10:05,6,眃贾,2017/1/2 10:28,0,浆ó,38,43,38,5
EasyCard,47000,1433660928,5,厩ネ布,1133,134,FAC-711,2017/1/1 14:13,0,浆ó,2017/1/1 14:41,6,眃贾,38,43,38,5
EasyCard,47000,1433857062,0,布,1133,182,496-FQ,2017/1/31 10:40,0,浆ó,2017/1/31 11:18,1,盵,21,24,21,3
EasyCard,47000,1433932502,0,布,1133,226,931-FW,2017/1/21 17:42,10,穝,2017/1/21 18:32,0,浆ó,70,80,70,10
EasyCard,47000,1436512666,0,布,1133,104,953-FW,2017/1/29 15:30,11,碔,2017/1/29 16:01,10,穝,21,24,21,3
EasyCard,47000,1441144980,5,厩ネ布,1133,104,953-FW,2017/1/29 15:34,11,碔,2017/1/29 16:01,10,穝,21,24,21,3
EasyCard,47000,145967553,0,布,1133,226,931-FW,2017/1/21 16:37,17,ぱ不,2017/1/21 17:23,12,び緗徽,67,76,67,9
EasyCard,47000,146070033,0,布,1133,178,430-FQ,2017/1/17 12:07,12,び緗徽,2017/1/17 12:27,15,嘹也爵,42,48,42,6
EasyCard,47000,146124449,0,布,1133,151,948-FW,2017/1/1 12:06,10,穝,2017/1/1 13:17,17,ぱ不,81,92,81,11
EasyCard,47000,1487625871,5,厩ネ布,1133,208,938-FW,2017/1/29 14:53,11,碔,2017/1/29 16:12,0,浆ó,82,94,83,11
EasyCard,47000,1489011823,0,布,1133,265,920-FW,2017/1/29 16:42,17,ぱ不,2017/1/29 17:58,10,穝,81,92,81,11
EasyCard,47000,1490997992,3,稲み布,1133,234,423-FQ,2017/1/8 13:47,0,浆ó,2017/1/8 13:58,0,浆ó,11,12,11,1
EasyCard,47000,1492821992,1,穛ρ1布,1126,101,925-FW,2017/1/2 08:21,22,秽,2017/1/2 10:44,0,浆ó,89,101,89,12
EasyCard,47000,1492821992,1,穛ρ1布,1126,101,925-FW,2017/1/28 06:12,0,浆ó,2017/1/28 08:25,22,秽,89,101,89,12
EasyCard,47000,1492821992,1,穛ρ1布,1126,101,925-FW,2017/1/28 08:27,22,秽,2017/1/28 10:41,0,浆ó,89,101,89,12
EasyCard,47000,1492821992,1,穛ρ1布,1141,101,925-FW,2017/1/3 08:18,0,浆ó,2017/1/3 11:44,24,拉,145,165,145,20
EasyCard,47000,1492821992,1,穛ρ1布,1141,101,925-FW,2017/1/15 08:16,0,浆ó,2017/1/15 11:40,24,拉,145,165,145,20
EasyCard,47000,1492821992,1,穛ρ1布,1141,101,925-FW,2017/1/15 16:44,24,拉,2017/1/15 19:35,0,浆ó,145,165,145,20
EasyCard,47000,1492821992,1,穛ρ1布,1141,101,925-FW,2017/1/21 08:29,0,浆ó,2017/1/21 11:51,24,拉,145,165,145,20
EasyCard,47000,1492821992,1,穛ρ1布,1141,101,925-FW,2017/1/24 08:30,0,浆ó,2017/1/24 11:57,24,拉,145,165,145,20
EasyCard,47000,1492821992,1,穛ρ1布,1141,101,925-FW,2017/1/27 15:55,24,拉,2017/1/27 19:17,0,浆ó,145,165,145,20
EasyCard,47000,1505167567,0,布,1133,151,948-FW,2017/1/1 12:32,14,匪痐,2017/1/1 12:42,15,嘹也爵,22,25,22,3
EasyCard,47000,1508251549,0,布,1133,123,955-FW,2017/1/3 10:54,0,浆ó,2017/1/3 10:59,0,浆ó,21,24,21,3
EasyCard,47000,1521664175,0,布,1141,133,930-FW,2017/1/26 19:18,0,浆ó,2017/1/26 19:25,0,浆ó,21,24,21,3
EasyCard,47000,1528332815,0,布,1133,223,428-FQ,2017/1/12 12:26,14,匪痐,2017/1/12 12:50,17,ぱ不,45,51,45,6
EasyCard,47000,1534781103,0,布,1141,133,930-FW,2017/1/29 19:01,2,浆,2017/1/29 19:39,0,浆ó,21,24,21,3
EasyCard,47000,1535039823,0,布,1133,151,948-FW,2017/1/18 14:01,17,ぱ不,2017/1/18 14:21,15,嘹也爵,25,28,25,3
EasyCard,47000,1536802520,0,布,1133,151,948-FW,2017/1/1 10:50,0,浆ó,2017/1/1 11:07,0,浆ó,21,24,21,3
EasyCard,47000,1537291247,0,布,1133,254,421-FQ,2017/1/21 10:42,0,浆ó,2017/1/21 12:52,17,ぱ不,151,172,151,21
EasyCard,47000,154958593,0,布,1133,178,430-FQ,2017/1/5 11:56,12,び緗徽,2017/1/5 12:47,17,ぱ不,67,76,67,9
EasyCard,47000,154958593,0,布,1133,178,430-FQ,2017/1/5 13:58,17,ぱ不,2017/1/5 14:42,13,琄爵,57,65,57,8
EasyCard,47000,1553070927,0,布,1133,138,426-FQ,2017/1/16 15:47,0,浆ó,2017/1/16 16:02,0,浆ó,21,24,21,3
EasyCard,47000,1553070927,0,布,1133,231,951-FW,2017/1/2 15:47,0,浆ó,2017/1/2 15:59,0,浆ó,21,24,21,3
EasyCard,47000,1557792655,5,厩ネ布,1133,178,430-FQ,2017/1/23 11:58,10,穝,2017/1/23 12:12,12,び緗徽,21,24,21,3
EasyCard,47000,156807905,0,布,1133,178,430-FQ,2017/1/11 14:24,15,嘹也爵,2017/1/11 16:00,0,浆ó,126,144,126,18
EasyCard,47000,157174113,8,担布,1133,208,938-FW,2017/1/29 10:46,0,浆ó,2017/1/29 11:57,11,碔,41,47,41,6
EasyCard,47000,1574089391,5,厩ネ布,1141,133,930-FW,2017/1/26 17:56,17,ぱ不,2017/1/26 19:25,0,浆ó,133,152,134,18
EasyCard,47000,157895574,5,厩ネ布,1133,262,962-FW,2017/1/18 13:13,0,浆ó,2017/1/18 14:50,0,浆ó,21,24,21,3
EasyCard,47000,1579194826,0,布,1133,208,938-FW,2017/1/29 16:06,0,浆ó,2017/1/29 16:12,0,浆ó,21,24,21,3
EasyCard,47000,157998401,0,布,1133,151,948-FW,2017/1/1 14:43,15,嘹也爵,2017/1/1 15:15,10,穝,56,64,56,8
EasyCard,47000,1581219788,0,布,1133,105,950-FW,2017/1/4 12:18,12,び緗徽,2017/1/4 12:21,12,び緗徽,21,24,21,3
EasyCard,47000,1581220764,0,布,1133,178,430-FQ,2017/1/23 10:43,0,浆ó,2017/1/23 10:59,0,浆ó,21,24,21,3
EasyCard,47000,1581220764,0,布,1141,133,930-FW,2017/1/23 13:08,0,浆ó,2017/1/23 13:14,0,浆ó,21,24,21,3
EasyCard,47000,1586334319,0,布,1133,134,FAC-711,2017/1/15 17:31,12,び緗徽,2017/1/15 17:38,10,穝,21,24,21,3
EasyCard,47000,1586334319,0,布,1133,178,430-FQ,2017/1/15 11:51,10,穝,2017/1/15 11:59,12,び緗徽,21,24,21,3
EasyCard,47000,1586704360,1,穛ρ1布,1133,123,955-FW,2017/1/3 10:50,0,浆ó,2017/1/3 11:21,2,浆,11,12,11,1
EasyCard,47000,1586704360,1,穛ρ1布,1133,178,430-FQ,2017/1/7 10:42,0,浆ó,2017/1/7 11:17,2,浆,11,12,11,1
EasyCard,47000,1586704360,1,穛ρ1布,1133,178,430-FQ,2017/1/17 10:39,0,浆ó,2017/1/17 11:14,2,浆,11,12,11,1
EasyCard,47000,1586704360,1,穛ρ1布,1133,178,430-FQ,2017/1/23 11:12,0,浆ó,2017/1/23 11:17,2,浆,11,12,11,1
EasyCard,47000,1586704360,1,穛ρ1布,1133,178,430-FQ,2017/1/24 10:46,0,浆ó,2017/1/24 11:19,2,浆,11,12,11,1
EasyCard,47000,1586704360,1,穛ρ1布,1133,208,938-FW,2017/1/30 10:44,0,浆ó,2017/1/30 10:49,0,浆ó,11,12,11,1
EasyCard,47000,1586704360,1,穛ρ1布,1133,208,938-FW,2017/1/30 10:49,0,浆ó,2017/1/30 11:19,2,浆,11,12,11,1
EasyCard,47000,1586704360,1,穛ρ1布,1133,212,477-FQ,2017/1/18 14:08,0,浆ó,2017/1/18 14:14,17,ぱ不,76,86,76,10
EasyCard,47000,1586704360,1,穛ρ1布,1133,223,428-FQ,2017/1/12 11:11,0,浆ó,2017/1/12 11:17,2,浆,11,12,11,1
EasyCard,47000,1586704360,1,穛ρ1布,1133,254,421-FQ,2017/1/21 10:48,0,浆ó,2017/1/21 11:16,2,浆,11,12,11,1
EasyCard,47000,1586704360,1,穛ρ1布,1141,101,925-FW,2017/1/15 08:51,0,浆ó,2017/1/15 09:03,1,盵,11,12,11,1
EasyCard,47000,1589685224,0,布,1141,101,925-FW,2017/1/27 08:35,0,浆ó,2017/1/27 09:08,4,0き洛皘,29,33,29,4
EasyCard,47000,159853745,0,布,1133,265,920-FW,2017/1/29 16:33,16,厚,2017/1/29 16:36,17,ぱ不,21,24,21,3
EasyCard,47000,159855361,0,布,1133,265,920-FW,2017/1/29 16:33,16,厚,2017/1/29 16:36,17,ぱ不,21,24,21,3
EasyCard,47000,1602371269,0,布,1133,178,430-FQ,2017/1/24 12:12,12,び緗徽,2017/1/24 12:56,17,ぱ不,67,76,67,9
EasyCard,47000,1603146965,5,厩ネ布,1133,208,938-FW,2017/1/29 16:06,0,浆ó,2017/1/29 16:12,0,浆ó,21,24,21,3
EasyCard,47000,1604167781,0,布,1133,178,430-FQ,2017/1/15 12:26,15,嘹也爵,2017/1/15 12:41,17,ぱ不,25,28,25,3
EasyCard,47000,1607581733,0,布,1133,231,951-FW,2017/1/2 12:09,12,び緗徽,2017/1/2 12:35,15,嘹也爵,42,48,42,6
EasyCard,47000,1608091765,0,布,1141,101,925-FW,2017/1/21 08:37,0,浆ó,2017/1/21 09:00,1,盵,21,24,21,3
EasyCard,47000,1608198517,5,厩ネ布,1126,133,930-FW,2017/1/17 07:18,10,穝,2017/1/17 07:26,13,琄爵,21,24,21,3
EasyCard,47000,1608361381,5,厩ネ布,1126,133,930-FW,2017/1/17 07:18,10,穝,2017/1/17 07:26,13,琄爵,21,24,21,3
EasyCard,47000,1608380053,5,厩ネ布,1133,134,FAC-711,2017/1/1 16:49,16,厚,2017/1/1 17:47,10,穝,75,86,76,10
EasyCard,47000,1609280837,5,厩ネ布,1133,138,426-FQ,2017/1/16 14:22,15,嘹也爵,2017/1/16 14:58,10,穝,56,64,56,8
EasyCard,47000,1609753685,1,穛ρ1布,1133,219,919-FW,2017/1/30 13:51,0,浆ó,2017/1/30 16:55,17,ぱ不,76,86,76,10
EasyCard,47000,1609753685,1,穛ρ1布,1141,101,925-FW,2017/1/30 17:47,17,ぱ不,2017/1/30 19:22,0,浆ó,67,76,67,9
EasyCard,47000,1611484117,5,厩ネ布,1141,101,925-FW,2017/1/21 08:37,0,浆ó,2017/1/21 09:00,1,盵,21,24,21,3
EasyCard,47000,1613383669,0,布,1133,226,931-FW,2017/1/6 16:56,16,厚,2017/1/6 18:32,0,浆ó,146,166,146,20
EasyCard,47000,1613416437,0,布,1133,226,931-FW,2017/1/11 17:37,11,碔,2017/1/11 17:38,10,穝,21,24,21,3
EasyCard,47000,1613783413,5,厩ネ布,1141,101,925-FW,2017/1/21 08:37,0,浆ó,2017/1/21 09:00,1,盵,21,24,21,3
EasyCard,47000,161395183,0,布,1141,101,925-FW,2017/1/9 17:11,24,拉,2017/1/9 20:07,0,浆ó,290,330,290,40
EasyCard,47000,1614456165,0,布,1133,104,953-FW,2017/1/30 16:16,11,碔,2017/1/30 16:39,10,穝,21,24,21,3
EasyCard,47000,1616856805,5,厩ネ布,1133,208,938-FW,2017/1/29 16:06,0,浆ó,2017/1/29 16:13,0,浆ó,21,24,21,3
EasyCard,47000,1617547014,5,厩ネ布,1133,178,430-FQ,2017/1/23 10:41,0,浆ó,2017/1/23 11:13,1,盵,21,24,21,3
EasyCard,47000,1617569512,3,稲み布,1133,151,948-FW,2017/1/18 15:41,1,盵,2017/1/18 15:47,0,浆ó,11,12,11,1
EasyCard,47000,1617569512,3,稲み布,1133,178,430-FQ,2017/1/17 15:34,1,盵,2017/1/17 15:41,0,浆ó,11,12,11,1
EasyCard,47000,1617569512,3,稲み布,1133,254,421-FQ,2017/1/21 15:43,2,浆,2017/1/21 15:50,1,盵,11,12,11,1
EasyCard,47000,1617891605,3,稲み布,1133,178,430-FQ,2017/1/28 11:57,10,穝,2017/1/28 12:10,12,び緗徽,11,12,11,1
EasyCard,47000,1617973480,1,穛ρ1布,1133,103,923-FW,2017/1/10 14:12,1,盵,2017/1/10 14:48,10,穝,28,32,28,4
EasyCard,47000,1617973480,1,穛ρ1布,1133,111,420-FQ,2017/1/9 11:06,0,浆ó,2017/1/9 11:52,10,穝,35,40,35,5
EasyCard,47000,1617973480,1,穛ρ1布,1133,151,948-FW,2017/1/1 11:12,0,浆ó,2017/1/1 12:01,10,穝,35,40,35,5
EasyCard,47000,1617973480,1,穛ρ1布,1133,178,430-FQ,2017/1/24 11:03,0,浆ó,2017/1/24 11:57,10,穝,35,40,35,5
EasyCard,47000,1617973480,1,穛ρ1布,1133,178,430-FQ,2017/1/26 11:12,0,浆ó,2017/1/26 11:58,10,穝,35,40,35,5
EasyCard,47000,1617973480,1,穛ρ1布,1133,223,428-FQ,2017/1/12 11:11,0,浆ó,2017/1/12 11:51,10,穝,35,40,35,5
EasyCard,47000,1617973480,1,穛ρ1布,1133,226,931-FW,2017/1/11 14:16,1,盵,2017/1/11 14:49,10,穝,28,32,28,4
EasyCard,47000,1617973480,1,穛ρ1布,1133,231,951-FW,2017/1/2 11:03,0,浆ó,2017/1/2 11:45,10,穝,35,40,35,5
EasyCard,47000,1618334952,1,穛ρ1布,1133,178,430-FQ,2017/1/8 11:05,0,浆ó,2017/1/8 11:21,3,古ń,14,16,14,2
EasyCard,47000,1618452037,1,穛ρ1布,1133,144,425-FQ,2017/1/22 12:22,14,匪痐,2017/1/22 12:42,15,嘹也爵,11,12,11,1
EasyCard,47000,1618592744,3,稲み布,1141,101,925-FW,2017/1/30 08:31,0,浆ó,2017/1/30 09:11,3,古ń,14,16,14,2
EasyCard,47000,1618611176,3,稲み布,1141,101,925-FW,2017/1/27 18:35,8,刺┮,2017/1/27 18:58,0,浆ó,27,30,27,3
EasyCard,47000,1618975720,3,稲み布,1126,133,930-FW,2017/1/14 09:55,8,刺┮,2017/1/14 10:50,0,浆ó,27,30,27,3
EasyCard,47000,1618975720,3,稲み布,1126,133,930-FW,2017/1/21 09:54,8,刺┮,2017/1/21 10:15,2,浆,17,20,17,3
EasyCard,47000,1618975720,3,稲み布,1126,135,927-FW,2017/1/20 09:53,8,刺┮,2017/1/20 10:15,2,浆,17,20,17,3
EasyCard,47000,1618975720,3,稲み布,1133,111,420-FQ,2017/1/9 10:40,0,浆ó,2017/1/9 11:36,6,眃贾,19,22,19,3
EasyCard,47000,1618975720,3,稲み布,1133,123,955-FW,2017/1/3 10:52,0,浆ó,2017/1/3 11:53,9,╭狶,32,36,32,4
EasyCard,47000,1618975720,3,稲み布,1133,144,425-FQ,2017/1/22 10:40,0,浆ó,2017/1/22 11:35,6,眃贾,19,22,19,3
EasyCard,47000,1618975720,3,稲み布,1133,178,430-FQ,2017/1/15 11:14,2,浆,2017/1/15 11:30,6,眃贾,11,12,11,1
EasyCard,47000,1618975720,3,稲み布,1133,178,430-FQ,2017/1/20 11:21,2,浆,2017/1/20 11:38,6,眃贾,11,12,11,1
