布靡そ絪腹,笲そ絪腹,腹,布贺絪腹,布贺絏,隔絬そ隔絪腹,诀絪腹,ó腹,ó丁(),璸禣(),璸禣(),ó丁(),璸禣(),璸禣(),ユ龟Ι,﹍布基,纔磃布基,纔磃肂
EasyCard,47000,14418293,0,布,1133,144,951-FW,2017/12/30 14:43,15,嘹也爵,2017/12/30 16:06,0,浆ó,130,148,130,18
EasyCard,47000,146556561,5,厩ネ布,1133,227,430-FQ,2017/12/16 10:43,0,浆ó,2017/12/16 12:13,11,碔,85,96,85,11
EasyCard,47000,146691121,5,厩ネ布,1133,227,430-FQ,2017/12/16 10:43,0,浆ó,2017/12/16 12:13,11,碔,85,96,85,11
EasyCard,47000,1482536463,0,布,1133,290,928-FW,2017/12/13 18:34,0,浆ó,2017/12/13 18:51,0,浆ó,21,24,21,3
EasyCard,47000,1490812136,1,穛ρ1布,1133,290,917-FW,2017/12/2 16:32,17,ぱ不,2017/12/2 18:50,0,浆ó,78,89,78,11
EasyCard,47000,1490812136,1,穛ρ1布,1133,290,919-FW,2017/12/10 13:45,0,浆ó,2017/12/10 16:14,17,ぱ不,78,89,78,11
EasyCard,47000,1490812136,1,穛ρ1布,1133,290,928-FW,2017/12/13 16:33,17,ぱ不,2017/12/13 19:09,0,浆ó,78,89,78,11
EasyCard,47000,1490894568,1,穛ρ1布,1133,290,917-FW,2017/12/2 16:32,17,ぱ不,2017/12/2 18:50,0,浆ó,78,89,78,11
EasyCard,47000,1490894568,1,穛ρ1布,1133,290,919-FW,2017/12/10 13:45,0,浆ó,2017/12/10 16:14,17,ぱ不,78,89,78,11
EasyCard,47000,1490894568,1,穛ρ1布,1133,290,928-FW,2017/12/13 16:32,17,ぱ不,2017/12/13 19:09,0,浆ó,78,89,78,11
EasyCard,47000,1491362280,1,穛ρ1布,1133,182,496-FQ,2017/12/25 10:47,0,浆ó,2017/12/25 12:42,17,ぱ不,78,89,78,11
EasyCard,47000,1492422376,1,穛ρ1布,1133,120,923-FW,2017/12/30 13:44,0,浆ó,2017/12/30 15:11,0,浆ó,11,12,11,1
EasyCard,47000,1492740584,1,穛ρ1布,1133,168,496-FQ,2017/12/27 16:33,0,浆ó,2017/12/27 16:47,0,浆ó,11,12,11,1
EasyCard,47000,1513549615,0,布,1133,189,427-FQ,2017/12/31 10:41,0,浆ó,2017/12/31 10:41,0,浆ó,21,24,21,3
EasyCard,47000,1513850767,0,布,1133,144,951-FW,2017/12/9 11:20,1,盵,2017/12/9 11:49,8,刺┮,42,48,42,6
EasyCard,47000,1514184463,0,布,1133,290,917-FW,2017/12/4 17:24,12,び緗徽,2017/12/4 17:38,10,穝,21,24,21,3
EasyCard,47000,1541058536,1,穛ρ1布,1133,182,496-FQ,2017/12/29 10:47,0,浆ó,2017/12/29 10:57,0,浆ó,11,12,11,1
EasyCard,47000,1553070927,0,布,1133,182,496-FQ,2017/12/24 15:43,0,浆ó,2017/12/24 15:55,0,浆ó,21,24,21,3
EasyCard,47000,1559221967,0,布,1133,138,953-FW,2017/12/28 14:55,12,び緗徽,2017/12/28 15:47,0,浆ó,87,99,87,12
EasyCard,47000,1563950383,0,布,1141,135,927-FW,2017/12/7 19:10,0,浆ó,2017/12/7 19:16,0,浆ó,21,24,21,3
EasyCard,47000,1564491407,0,布,1133,189,427-FQ,2017/12/31 10:44,0,浆ó,2017/12/31 11:00,0,浆ó,21,24,21,3
EasyCard,47000,156755617,0,布,1133,219,938-FW,2017/12/23 13:48,15,嘹也爵,2017/12/23 14:07,0,浆ó,130,148,130,18
EasyCard,47000,1571247535,0,布,1133,109,495-FQ,2017/12/13 15:31,12,び緗徽,2017/12/13 16:48,0,浆ó,87,99,87,12
EasyCard,47000,1572431439,0,布,1133,290,917-FW,2017/12/4 17:24,12,び緗徽,2017/12/4 17:38,10,穝,21,24,21,3
EasyCard,47000,157624369,0,布,1133,144,951-FW,2017/12/30 16:20,0,浆ó,2017/12/30 16:26,0,浆ó,21,24,21,3
EasyCard,47000,157926358,0,布,1133,139,421-FQ,2017/12/12 11:01,0,浆ó,2017/12/12 11:16,1,盵,21,24,21,3
EasyCard,47000,1582540778,0,布,1126,135,927-FW,2017/12/29 10:53,0,浆ó,2017/12/29 11:06,0,浆ó,21,24,21,3
EasyCard,47000,1586704360,1,穛ρ1布,1126,135,927-FW,2017/12/10 10:16,0,浆ó,2017/12/10 10:26,0,浆ó,11,12,11,1
EasyCard,47000,1586704360,1,穛ρ1布,1133,138,953-FW,2017/12/28 10:48,0,浆ó,2017/12/28 11:23,2,浆,11,12,11,1
EasyCard,47000,1586704360,1,穛ρ1布,1133,189,427-FQ,2017/12/31 10:41,0,浆ó,2017/12/31 11:19,0,浆ó,11,12,11,1
EasyCard,47000,1586704360,1,穛ρ1布,1133,293,916-FW,2017/12/21 13:42,0,浆ó,2017/12/21 14:16,2,浆,11,12,11,1
EasyCard,47000,1587653608,1,穛ρ1布,1133,279,931-FW,2017/12/26 13:49,0,浆ó,2017/12/26 16:03,17,ぱ不,78,89,78,11
EasyCard,47000,1587653608,1,穛ρ1布,1133,279,931-FW,2017/12/26 16:29,17,ぱ不,2017/12/26 18:46,0,浆ó,78,89,78,11
EasyCard,47000,1589938920,1,穛ρ1布,1133,168,496-FQ,2017/12/27 10:44,0,浆ó,2017/12/27 11:28,4,0き洛皘,15,17,15,2
EasyCard,47000,1592011407,0,布,1141,135,927-FW,2017/12/1 08:40,0,浆ó,2017/12/1 09:02,1,盵,21,24,21,3
EasyCard,47000,1597413199,0,布,1141,135,927-FW,2017/12/3 09:32,10,穝,2017/12/3 09:40,13,琄爵,22,25,22,3
EasyCard,47000,1600546373,1,穛ρ1布,1141,135,927-FW,2017/12/11 15:56,24,拉,2017/12/11 19:18,0,浆ó,149,170,149,21
EasyCard,47000,1605208597,1,穛ρ1布,1133,144,951-FW,2017/12/22 11:56,10,穝,2017/12/22 12:08,12,び緗徽,11,12,11,1
EasyCard,47000,1605389237,5,厩ネ布,1133,144,951-FW,2017/12/30 12:11,12,び緗徽,2017/12/30 12:26,15,嘹也爵,43,49,43,6
EasyCard,47000,1605713493,0,布,1133,138,953-FW,2017/12/28 12:12,12,び緗徽,2017/12/28 12:31,15,嘹也爵,43,49,43,6
EasyCard,47000,1609125237,0,布,1133,262,473-FQ,2017/12/29 17:01,16,厚,2017/12/29 18:40,0,浆ó,149,170,149,21
EasyCard,47000,1614451478,0,布,1126,135,927-FW,2017/12/20 09:35,17,ぱ不,2017/12/20 10:05,12,び緗徽,56,63,56,7
EasyCard,47000,1614607493,3,稲み布,1133,274,451-FQ,2017/12/4 11:14,1,盵,2017/12/4 12:14,11,碔,35,39,35,4
EasyCard,47000,1616111493,0,布,1141,135,927-FW,2017/12/1 08:49,0,浆ó,2017/12/1 10:13,17,ぱ不,137,156,137,19
EasyCard,47000,1616111493,0,布,1141,135,927-FW,2017/12/11 08:47,0,浆ó,2017/12/11 10:00,17,ぱ不,137,156,137,19
EasyCard,47000,1616111493,0,布,1141,135,927-FW,2017/12/11 17:54,17,ぱ不,2017/12/11 19:05,0,浆ó,137,156,137,19
EasyCard,47000,1616111493,0,布,1141,135,927-FW,2017/12/12 08:48,0,浆ó,2017/12/12 10:03,17,ぱ不,137,156,137,19
EasyCard,47000,1616111493,0,布,1141,135,927-FW,2017/12/12 17:53,17,ぱ不,2017/12/12 19:02,0,浆ó,137,156,137,19
EasyCard,47000,1616111493,0,布,1141,135,927-FW,2017/12/13 08:49,0,浆ó,2017/12/13 10:00,17,ぱ不,137,156,137,19
EasyCard,47000,1616111493,0,布,1141,135,927-FW,2017/12/13 17:49,17,ぱ不,2017/12/13 19:01,0,浆ó,137,156,137,19
EasyCard,47000,1616111493,0,布,1141,135,927-FW,2017/12/15 08:50,0,浆ó,2017/12/15 10:04,17,ぱ不,137,156,137,19
EasyCard,47000,1616111493,0,布,1141,135,927-FW,2017/12/15 17:56,17,ぱ不,2017/12/15 19:01,0,浆ó,137,156,137,19
EasyCard,47000,1616111493,0,布,1141,135,927-FW,2017/12/17 08:47,0,浆ó,2017/12/17 09:53,17,ぱ不,137,156,137,19
EasyCard,47000,1616111493,0,布,1141,135,927-FW,2017/12/17 17:54,17,ぱ不,2017/12/17 18:59,0,浆ó,137,156,137,19
EasyCard,47000,1616111493,0,布,1141,135,927-FW,2017/12/25 08:49,0,浆ó,2017/12/25 10:03,17,ぱ不,137,156,137,19
EasyCard,47000,1617354472,1,穛ρ1布,1126,135,927-FW,2017/12/29 10:25,8,刺┮,2017/12/29 10:50,0,浆ó,28,32,28,4
EasyCard,47000,1617354472,1,穛ρ1布,1126,262,473-FQ,2017/12/26 12:18,2,浆,2017/12/26 12:25,0,浆ó,11,12,11,1
EasyCard,47000,1617354472,1,穛ρ1布,1133,290,917-FW,2017/12/4 17:51,8,刺┮,2017/12/4 18:21,1,盵,21,24,21,3
EasyCard,47000,1617396629,4,抄︸布(布),1133,274,451-FQ,2017/12/4 11:14,1,盵,2017/12/4 12:14,11,碔,35,39,35,4
EasyCard,47000,1617506677,0,布,1133,280,925-FW,2017/12/25 13:57,0,浆ó,2017/12/25 14:05,0,浆ó,21,24,21,3
EasyCard,47000,1617506677,0,布,1133,286,428-FQ,2017/12/21 10:46,0,浆ó,2017/12/21 11:00,0,浆ó,21,24,21,3
EasyCard,47000,1617875688,3,稲み布,1133,219,938-FW,2017/12/23 13:45,15,嘹也爵,2017/12/23 14:14,1,盵,57,65,57,8
EasyCard,47000,1617973480,1,穛ρ1布,1133,138,953-FW,2017/12/20 15:03,10,穝,2017/12/20 15:49,0,浆ó,36,41,36,5
EasyCard,47000,1618002408,3,稲み布,1141,135,927-FW,2017/12/5 08:34,0,浆ó,2017/12/5 09:11,4,0き洛皘,15,17,15,2
EasyCard,47000,1618057192,1,穛ρ1布,1133,274,451-FQ,2017/12/1 10:50,0,浆ó,2017/12/1 12:09,11,碔,43,48,43,5
EasyCard,47000,1618085608,3,稲み布,1133,189,427-FQ,2017/12/31 11:19,0,浆ó,2017/12/31 12:07,11,碔,43,48,43,5
EasyCard,47000,1618085608,3,稲み布,1133,212,475-FQ,2017/12/3 14:20,1,盵,2017/12/3 15:06,11,碔,35,39,35,4
EasyCard,47000,1618339560,1,穛ρ1布,1133,144,951-FW,2017/12/9 10:40,0,浆ó,2017/12/9 11:24,2,浆,11,12,11,1
EasyCard,47000,1618550248,1,穛ρ1布,1133,134,423-FQ,2017/12/11 10:46,0,浆ó,2017/12/11 11:06,0,浆ó,11,12,11,1
EasyCard,47000,1618647784,1,穛ρ1布,1133,109,495-FQ,2017/12/6 11:17,0,浆ó,2017/12/6 12:03,10,穝,36,41,36,5
EasyCard,47000,1618922472,3,稲み布,1126,135,927-FW,2017/12/6 10:44,3,古ń,2017/12/6 10:47,2,浆,11,12,11,1
EasyCard,47000,1618922472,3,稲み布,1141,135,927-FW,2017/12/3 08:43,0,浆ó,2017/12/3 09:07,2,浆,11,12,11,1
EasyCard,47000,1619251432,1,穛ρ1布,1133,293,916-FW,2017/12/28 14:10,0,浆ó,2017/12/28 14:49,10,穝,36,41,36,5
EasyCard,47000,1619291368,3,稲み布,1133,105,950-FW,2017/12/3 11:54,10,穝,2017/12/3 12:02,11,碔,11,12,11,1
EasyCard,47000,1619291368,3,稲み布,1133,109,495-FQ,2017/12/6 12:05,10,穝,2017/12/6 12:16,11,碔,11,12,11,1
EasyCard,47000,1619291368,3,稲み布,1133,109,495-FQ,2017/12/13 11:53,10,穝,2017/12/13 12:02,11,碔,11,12,11,1
EasyCard,47000,1619291368,3,稲み布,1133,138,953-FW,2017/12/20 11:52,10,穝,2017/12/20 12:00,11,碔,11,12,11,1
EasyCard,47000,1619291368,3,稲み布,1133,138,953-FW,2017/12/28 11:57,10,穝,2017/12/28 12:05,11,碔,11,12,11,1
EasyCard,47000,1619291368,3,稲み布,1133,139,421-FQ,2017/12/12 11:54,10,穝,2017/12/12 12:04,11,碔,11,12,11,1
EasyCard,47000,1619291368,3,稲み布,1133,144,951-FW,2017/12/9 11:57,10,穝,2017/12/9 12:05,11,碔,11,12,11,1
EasyCard,47000,1619291368,3,稲み布,1133,182,496-FQ,2017/12/25 11:52,10,穝,2017/12/25 12:03,11,碔,11,12,11,1
EasyCard,47000,1619291368,3,稲み布,1133,182,496-FQ,2017/12/29 11:49,10,穝,2017/12/29 11:58,11,碔,11,12,11,1
EasyCard,47000,1619291368,3,稲み布,1133,227,430-FQ,2017/12/16 12:04,10,穝,2017/12/16 12:09,11,碔,11,12,11,1
EasyCard,47000,1619291368,3,稲み布,1133,274,451-FQ,2017/12/4 12:00,10,穝,2017/12/4 12:07,11,碔,11,12,11,1
EasyCard,47000,1619291368,3,稲み布,1133,279,931-FW,2017/12/26 14:51,10,穝,2017/12/26 15:01,11,碔,11,12,11,1
EasyCard,47000,1619291368,3,稲み布,1133,286,428-FQ,2017/12/14 12:00,10,穝,2017/12/14 12:11,11,碔,11,12,11,1
EasyCard,47000,1619423720,1,穛ρ1布,1141,135,927-FW,2017/12/21 09:18,5,瓾,2017/12/21 09:38,11,碔,23,26,23,3
EasyCard,47000,1619484648,1,穛ρ1布,1126,135,927-FW,2017/12/29 07:16,8,刺┮,2017/12/29 07:20,10,穝,11,12,11,1
EasyCard,47000,1619484648,1,穛ρ1布,1126,135,927-FW,2017/12/29 10:23,8,刺┮,2017/12/29 10:42,2,浆,18,20,18,2
EasyCard,47000,1619484648,1,穛ρ1布,1126,262,473-FQ,2017/12/22 07:22,9,╭狶,2017/12/22 07:30,11,碔,11,12,11,1
EasyCard,47000,1619484648,1,穛ρ1布,1133,144,951-FW,2017/12/30 11:50,8,刺┮,2017/12/30 11:57,10,穝,11,12,11,1
EasyCard,47000,1619484648,1,穛ρ1布,1133,182,496-FQ,2017/12/16 13:48,0,浆ó,2017/12/16 14:49,8,刺┮,29,33,29,4
EasyCard,47000,1619484648,1,穛ρ1布,1133,189,427-FQ,2017/12/31 10:40,0,浆ó,2017/12/31 11:53,8,刺┮,29,33,29,4
EasyCard,47000,1619484648,1,穛ρ1布,1133,274,451-FQ,2017/12/11 13:43,0,浆ó,2017/12/11 14:48,8,刺┮,29,33,29,4
EasyCard,47000,1619484648,1,穛ρ1布,1133,286,428-FQ,2017/12/21 10:44,0,浆ó,2017/12/21 11:55,8,刺┮,29,33,29,4
EasyCard,47000,1619543784,1,穛ρ1布,1126,135,927-FW,2017/12/6 10:15,12,び緗徽,2017/12/6 10:51,1,盵,33,37,33,4
EasyCard,47000,1619555560,3,稲み布,1133,189,427-FQ,2017/12/31 10:37,0,浆ó,2017/12/31 12:59,17,ぱ不,78,89,78,11
EasyCard,47000,1619555560,3,稲み布,1133,189,427-FQ,2017/12/31 13:51,17,ぱ不,2017/12/31 16:14,0,浆ó,78,89,78,11
EasyCard,47000,1619555560,3,稲み布,1133,212,475-FQ,2017/12/3 13:50,0,浆ó,2017/12/3 15:54,16,厚,75,85,75,10
EasyCard,47000,1619555560,3,稲み布,1133,212,475-FQ,2017/12/3 16:41,17,ぱ不,2017/12/3 18:29,1,盵,70,80,70,10
EasyCard,47000,1619555560,3,稲み布,1133,212,475-FQ,2017/12/14 13:50,0,浆ó,2017/12/14 15:42,17,ぱ不,78,89,78,11
EasyCard,47000,1619555560,3,稲み布,1133,212,475-FQ,2017/12/14 16:41,17,ぱ不,2017/12/14 18:14,0,浆ó,78,89,78,11
EasyCard,47000,1619576040,1,穛ρ1布,1126,280,925-FW,2017/12/1 06:22,0,浆ó,2017/12/1 09:13,20,﹁腳,80,91,80,11
EasyCard,47000,1619576040,1,穛ρ1布,1126,280,925-FW,2017/12/1 09:13,22,秽,2017/12/1 12:31,0,浆ó,91,104,91,13
EasyCard,47000,1619576040,1,穛ρ1布,1126,280,925-FW,2017/12/19 06:22,0,浆ó,2017/12/19 08:42,21,璃產初,86,98,86,12
EasyCard,47000,1619576040,1,穛ρ1布,1133,280,925-FW,2017/12/24 13:42,0,浆ó,2017/12/24 15:49,17,ぱ不,78,89,78,11
EasyCard,47000,1619576040,1,穛ρ1布,1133,280,925-FW,2017/12/24 16:34,17,ぱ不,2017/12/24 18:44,0,浆ó,78,89,78,11
EasyCard,47000,1619576040,1,穛ρ1布,1133,280,925-FW,2017/12/25 13:38,0,浆ó,2017/12/25 16:08,17,ぱ不,78,89,78,11
EasyCard,47000,1619576040,1,穛ρ1布,1133,280,925-FW,2017/12/25 16:32,17,ぱ不,2017/12/25 18:57,0,浆ó,78,89,78,11
EasyCard,47000,1619646149,0,布,1141,135,927-FW,2017/12/15 15:50,24,拉,2017/12/15 18:25,10,穝,228,259,228,31
EasyCard,47000,1620023784,1,穛ρ1布,1133,109,495-FQ,2017/12/13 10:46,0,浆ó,2017/12/13 11:02,0,浆ó,11,12,11,1
EasyCard,47000,1620202728,1,穛ρ1布,1133,293,916-FW,2017/12/17 17:32,11,碔,2017/12/17 18:17,1,盵,35,39,35,4
EasyCard,47000,1620333845,0,布,1133,212,475-FQ,2017/12/3 14:06,0,浆ó,2017/12/3 14:07,0,浆ó,21,24,21,3
EasyCard,47000,1620431848,3,稲み布,1133,138,953-FW,2017/12/20 11:15,1,盵,2017/12/20 11:50,10,穝,29,32,29,3
EasyCard,47000,1620728296,3,稲み布,1141,135,927-FW,2017/12/30 09:07,2,浆,2017/12/30 09:29,9,╭狶,22,25,22,3
EasyCard,47000,1620748264,1,穛ρ1布,1133,151,948-FW,2017/12/15 10:47,0,浆ó,2017/12/15 11:12,1,盵,11,12,11,1
EasyCard,47000,1620786664,3,稲み布,1141,135,927-FW,2017/12/5 09:02,1,盵,2017/12/5 09:12,4,0き洛皘,11,12,11,1
EasyCard,47000,1620786664,3,稲み布,1141,135,927-FW,2017/12/12 09:06,2,浆,2017/12/12 09:12,4,0き洛皘,11,12,11,1
EasyCard,47000,1621061352,1,穛ρ1布,1133,182,496-FQ,2017/12/25 11:17,1,盵,2017/12/25 12:01,11,碔,35,39,35,4
