布靡そ絪腹,笲そ絪腹,腹,布贺絪腹,布贺絏,隔絬そ隔絪腹,诀絪腹,ó腹,ó丁(),璸禣(),璸禣(),ó丁(),璸禣(),璸禣(),ユ龟Ι,﹍布基,纔磃布基,纔磃肂
EasyCard,47000,1182458600,1,穛ρ1布,1133,138,426-FQ,2017/3/16 13:49,0,浆ó,2017/3/16 14:11,1,盵,11,12,11,1
EasyCard,47000,1182508008,1,穛ρ1布,1141,277,930-FW,2017/3/30 09:02,1,盵,2017/3/30 10:42,18,ゅ,65,73,65,8
EasyCard,47000,1182520296,1,穛ρ1布,1126,135,927-FW,2017/3/29 10:24,1,盵,2017/3/29 10:32,0,浆ó,11,12,11,1
EasyCard,47000,1182524392,1,穛ρ1布,1141,135,927-FW,2017/3/12 08:53,0,浆ó,2017/3/12 09:15,6,盵,17,19,17,2
EasyCard,47000,1182534376,1,穛ρ1布,1133,270,961-FW,2017/3/25 07:55,0,浆ó,2017/3/25 08:40,0,浆ó,11,12,11,1
EasyCard,47000,1188594733,0,布,1126,101,925-FW,2017/3/8 07:02,5,瓾,2017/3/8 07:35,15,嘹也爵,76,87,76,11
EasyCard,47000,1188594733,0,布,1133,270,961-FW,2017/3/7 11:02,0,浆ó,2017/3/7 11:38,0,浆ó,21,24,21,3
EasyCard,47000,1195976424,3,稲み布,1133,109,495-FQ,2017/3/21 16:01,0,浆ó,2017/3/21 16:10,0,浆ó,11,12,11,1
EasyCard,47000,1196142056,1,穛ρ1布,1133,123,955-FW,2017/3/3 11:07,0,浆ó,2017/3/3 11:51,10,穝,35,40,35,5
EasyCard,47000,1196142056,1,穛ρ1布,1133,175,429-FQ,2017/3/17 11:06,0,浆ó,2017/3/17 11:51,11,碔,43,48,43,5
EasyCard,47000,1196362728,1,穛ρ1布,1133,111,420-FQ,2017/3/25 10:26,0,浆ó,2017/3/25 12:46,17,ぱ不,78,89,78,11
EasyCard,47000,1196362728,1,穛ρ1布,1133,111,420-FQ,2017/3/25 13:02,17,ぱ不,2017/3/25 15:56,0,浆ó,78,89,78,11
EasyCard,47000,1197007848,1,穛ρ1布,1133,148,953-FW,2017/3/23 13:50,0,浆ó,2017/3/23 14:20,2,浆,11,12,11,1
EasyCard,47000,1197007848,1,穛ρ1布,1133,189,427-FQ,2017/3/26 13:52,0,浆ó,2017/3/26 14:24,2,浆,11,12,11,1
EasyCard,47000,1197007848,1,穛ρ1布,1133,226,931-FW,2017/3/20 14:03,0,浆ó,2017/3/20 14:16,2,浆,11,12,11,1
EasyCard,47000,1197054952,1,穛ρ1布,1141,101,925-FW,2017/3/4 08:51,0,浆ó,2017/3/4 09:28,10,穝,34,39,34,5
EasyCard,47000,1197121768,1,穛ρ1布,1133,111,420-FQ,2017/3/25 10:25,0,浆ó,2017/3/25 12:44,17,ぱ不,78,89,78,11
EasyCard,47000,1197121768,1,穛ρ1布,1133,111,420-FQ,2017/3/25 13:02,17,ぱ不,2017/3/25 15:56,0,浆ó,78,89,78,11
EasyCard,47000,1197121768,1,穛ρ1布,1133,111,420-FQ,2017/3/29 10:35,0,浆ó,2017/3/29 12:46,17,ぱ不,78,89,78,11
EasyCard,47000,1197121768,1,穛ρ1布,1133,111,420-FQ,2017/3/29 13:58,17,ぱ不,2017/3/29 15:56,0,浆ó,78,89,78,11
EasyCard,47000,1197136872,1,穛ρ1布,1133,123,955-FW,2017/3/23 10:50,0,浆ó,2017/3/23 10:58,0,浆ó,11,12,11,1
EasyCard,47000,1197136872,1,穛ρ1布,1133,144,425-FQ,2017/3/19 11:20,2,浆,2017/3/19 11:39,9,╭狶,23,26,23,3
EasyCard,47000,1197136872,1,穛ρ1布,1141,133,930-FW,2017/3/5 08:53,0,浆ó,2017/3/5 09:37,9,╭狶,31,35,31,4
EasyCard,47000,1197136872,1,穛ρ1布,1141,135,927-FW,2017/3/18 08:54,0,浆ó,2017/3/18 09:29,9,╭狶,32,36,32,4
EasyCard,47000,1197136872,1,穛ρ1布,1141,277,930-FW,2017/3/30 08:57,0,浆ó,2017/3/30 09:33,9,╭狶,32,36,32,4
EasyCard,47000,1197177064,1,穛ρ1布,1126,133,930-FW,2017/3/3 10:06,3,古ń,2017/3/3 10:23,0,浆ó,14,16,14,2
EasyCard,47000,1197177064,1,穛ρ1布,1126,133,930-FW,2017/3/12 10:06,3,浆,2017/3/12 10:25,0,浆ó,11,12,11,1
EasyCard,47000,1197177064,1,穛ρ1布,1126,133,930-FW,2017/3/28 10:15,3,古ń,2017/3/28 10:35,0,浆ó,14,16,14,2
EasyCard,47000,122562289,0,布,1133,189,427-FQ,2017/3/26 17:23,13,琄爵,2017/3/26 18:44,0,浆ó,94,110,97,13
EasyCard,47000,122562289,0,布,1133,205,949-FW,2017/3/25 17:25,12,び緗徽,2017/3/25 18:36,0,浆ó,87,99,87,12
EasyCard,47000,123398849,5,厩ネ布,1133,144,425-FQ,2017/3/31 10:48,0,浆ó,2017/3/31 12:05,12,び緗徽,85,99,87,12
EasyCard,47000,123534641,8,担布,1133,144,425-FQ,2017/3/19 13:59,17,ぱ不,2017/3/19 14:45,12,び緗徽,34,39,34,5
EasyCard,47000,1249691472,0,布,1126,135,927-FW,2017/3/4 07:19,10,穝,2017/3/4 07:37,15,嘹也爵,41,46,41,5
EasyCard,47000,1249691472,0,布,1133,268,428-FQ,2017/3/4 14:14,17,ぱ不,2017/3/4 14:50,17,ぱ不,21,24,21,3
EasyCard,47000,1274076651,1,穛ρ1布,1141,133,930-FW,2017/3/30 14:56,28,冰,2017/3/30 18:30,10,穝,159,181,159,22
EasyCard,47000,129407361,0,布,1133,268,428-FQ,2017/3/15 10:47,0,浆ó,2017/3/15 11:06,1,盵,21,24,21,3
EasyCard,47000,1301750608,0,布,1141,133,930-FW,2017/3/14 18:01,17,ぱ不,2017/3/14 18:28,10,穝,67,76,67,9
EasyCard,47000,1318990336,0,布,1133,138,426-FQ,2017/3/11 16:00,0,浆ó,2017/3/11 16:06,0,盵,21,24,21,3
EasyCard,47000,1322099798,0,布,1133,123,955-FW,2017/3/3 11:55,10,穝,2017/3/3 12:02,12,び緗徽,21,24,21,3
EasyCard,47000,1323291686,0,布,1133,268,428-FQ,2017/3/9 14:13,17,ぱ不,2017/3/9 14:39,12,び緗徽,67,76,67,9
EasyCard,47000,1323484342,0,布,1133,268,428-FQ,2017/3/9 14:13,17,ぱ不,2017/3/9 14:39,12,び緗徽,67,76,67,9
EasyCard,47000,1323975862,0,布,1133,148,953-FW,2017/3/13 13:50,0,浆ó,2017/3/13 14:03,0,盵,21,24,21,3
EasyCard,47000,1347005824,0,布,1133,105,963-FW,2017/3/6 09:44,0,浆ó,2017/3/6 09:51,0,浆ó,21,24,21,3
EasyCard,47000,1347005824,0,布,1133,109,495-FQ,2017/3/6 12:14,12,び緗徽,2017/3/6 12:30,15,嘹也爵,42,48,42,6
EasyCard,47000,135003185,0,布,1133,134,430-FQ,2017/3/18 14:04,16,厚,2017/3/18 14:54,10,穝,77,88,77,11
EasyCard,47000,135032975,0,布,1133,270,961-FW,2017/3/25 12:16,0,浆ó,2017/3/25 12:32,0,浆ó,21,24,21,3
EasyCard,47000,1356120939,0,布,1133,234,952-FW,2017/3/30 11:09,0,浆ó,2017/3/30 11:26,4,0き洛皘,30,34,30,4
EasyCard,47000,1362183400,5,厩ネ布,1126,133,930-FW,2017/3/18 09:58,7,芖,2017/3/18 10:12,2,浆,28,32,28,4
EasyCard,47000,1367297360,0,布,1133,144,425-FQ,2017/3/15 13:44,0,浆ó,2017/3/15 13:57,0,浆ó,21,24,21,3
EasyCard,47000,1369396560,0,布,1133,105,963-FW,2017/3/6 13:15,0,浆ó,2017/3/6 13:32,0,浆ó,21,24,21,3
EasyCard,47000,1386241546,5,厩ネ布,1133,148,953-FW,2017/3/3 13:50,0,浆ó,2017/3/3 14:06,0,浆ó,21,24,21,3
EasyCard,47000,1399530528,5,厩ネ布,1133,234,952-FW,2017/3/30 10:51,0,浆ó,2017/3/30 11:07,0,浆ó,21,24,21,3
EasyCard,47000,1413875924,0,布,1133,189,427-FQ,2017/3/26 18:06,5,瓾,2017/3/26 18:20,1,盵,21,24,21,3
EasyCard,47000,1433360374,0,布,1133,268,428-FQ,2017/3/22 15:24,5,瓾,2017/3/22 15:58,0,浆ó,33,38,33,5
EasyCard,47000,1439161924,0,布,1133,123,955-FW,2017/3/3 11:55,10,穝,2017/3/3 12:02,12,び緗徽,21,24,21,3
EasyCard,47000,145999409,0,布,1133,144,425-FQ,2017/3/31 13:58,17,ぱ不,2017/3/31 14:48,12,び緗徽,67,78,68,10
EasyCard,47000,1468073904,5,厩ネ布,1133,109,495-FQ,2017/3/4 16:57,15,嘹也爵,2017/3/4 18:29,0,浆ó,126,144,126,18
EasyCard,47000,1492821992,1,穛ρ1布,1126,101,925-FW,2017/3/17 06:18,0,浆ó,2017/3/17 08:21,22,秽,91,104,91,13
EasyCard,47000,1498173199,0,布,1126,135,927-FW,2017/3/16 10:33,0,浆ó,2017/3/16 10:36,0,浆ó,21,24,21,3
EasyCard,47000,1505770767,0,布,1133,135,927-FW,2017/3/17 13:49,0,浆ó,2017/3/17 13:55,0,浆ó,21,24,21,3
EasyCard,47000,1515838447,0,布,1141,101,925-FW,2017/3/1 10:04,17,ぱ不,2017/3/1 12:57,28,冰,244,277,244,33
EasyCard,47000,1522569615,0,布,1126,101,925-FW,2017/3/5 06:32,0,浆ó,2017/3/5 06:53,2,浆,21,24,21,3
EasyCard,47000,153140966,0,布,1141,135,927-FW,2017/3/21 08:38,0,浆ó,2017/3/21 09:54,15,嘹也爵,111,127,111,16
EasyCard,47000,153840262,0,布,1133,101,493-FQ,2017/3/29 14:59,12,び緗徽,2017/3/29 15:21,15,嘹也爵,43,49,43,6
EasyCard,47000,1553070927,0,布,1133,175,429-FQ,2017/3/20 15:40,0,浆ó,2017/3/20 15:50,0,浆ó,21,24,21,3
EasyCard,47000,1558144143,0,布,1133,270,963-FW,2017/3/5 14:57,0,浆ó,2017/3/5 15:43,0,浆ó,21,24,21,3
EasyCard,47000,1564535784,0,布,1126,101,925-FW,2017/3/5 07:19,10,穝,2017/3/5 07:42,16,厚,60,68,60,8
EasyCard,47000,157361089,0,布,1133,134,430-FQ,2017/3/18 11:59,10,穝,2017/3/18 12:08,12,び緗徽,21,24,21,3
EasyCard,47000,1574089391,5,厩ネ布,1141,135,927-FW,2017/3/15 17:57,20,ぱ不,2017/3/15 19:13,0,浆ó,136,156,137,19
EasyCard,47000,1574932175,0,布,1126,101,925-FW,2017/3/5 07:19,10,穝,2017/3/5 07:41,16,厚,60,68,60,8
EasyCard,47000,1577168143,5,厩ネ布,1133,144,425-FQ,2017/3/31 10:48,0,浆ó,2017/3/31 12:05,12,び緗徽,85,99,87,12
EasyCard,47000,1585122383,0,布,1141,133,930-FW,2017/3/14 19:13,0,浆ó,2017/3/14 19:19,0,浆ó,21,24,21,3
EasyCard,47000,1586704360,1,穛ρ1布,1133,123,955-FW,2017/3/23 11:13,0,浆ó,2017/3/23 11:17,2,浆,11,12,11,1
EasyCard,47000,1586704360,1,穛ρ1布,1133,134,430-FQ,2017/3/16 10:46,0,浆ó,2017/3/16 11:14,2,浆,11,12,11,1
EasyCard,47000,1586704360,1,穛ρ1布,1133,138,426-FQ,2017/3/24 10:49,0,浆ó,2017/3/24 11:14,2,浆,11,12,11,1
EasyCard,47000,1586704360,1,穛ρ1布,1133,234,952-FW,2017/3/30 10:51,0,浆ó,2017/3/30 11:15,2,浆,11,12,11,1
EasyCard,47000,1586704360,1,穛ρ1布,1133,268,428-FQ,2017/3/22 10:47,0,浆ó,2017/3/22 11:12,2,浆,11,12,11,1
EasyCard,47000,1586704360,1,穛ρ1布,1141,135,927-FW,2017/3/18 08:55,0,浆ó,2017/3/18 09:02,2,浆,11,12,11,1
EasyCard,47000,1594991887,0,布,1133,270,963-FW,2017/3/5 09:06,0,浆ó,2017/3/5 10:26,0,浆ó,21,24,21,3
EasyCard,47000,1600716463,0,布,1133,270,961-FW,2017/3/25 12:17,0,浆ó,2017/3/25 12:32,0,浆ó,21,24,21,3
EasyCard,47000,1602973797,0,布,1133,270,961-FW,2017/3/13 09:44,0,浆ó,2017/3/13 09:53,0,浆ó,21,24,21,3
EasyCard,47000,1605964101,5,厩ネ布,1133,270,963-FW,2017/3/5 13:15,0,浆ó,2017/3/5 13:58,0,浆ó,21,24,21,3
EasyCard,47000,1609081445,0,布,1141,101,925-FW,2017/3/4 08:26,0,浆ó,2017/3/4 11:51,24,拉,290,330,290,40
EasyCard,47000,1609081445,0,布,1141,133,930-FW,2017/3/5 16:18,24,拉,2017/3/5 19:24,0,浆ó,290,330,290,40
EasyCard,47000,1617199080,1,穛ρ1布,1133,111,420-FQ,2017/3/2 10:49,0,浆ó,2017/3/2 12:06,17,ぱ不,76,86,76,10
EasyCard,47000,1617199080,1,穛ρ1布,1133,144,425-FQ,2017/3/15 13:40,0,浆ó,2017/3/15 14:13,1,盵,11,12,11,1
EasyCard,47000,1617199080,1,穛ρ1布,1133,148,953-FW,2017/3/13 17:31,11,╭狶,2017/3/13 18:09,2,盵,25,29,25,4
EasyCard,47000,1617199080,1,穛ρ1布,1133,189,427-FQ,2017/3/26 13:52,0,浆ó,2017/3/26 14:20,1,盵,11,12,11,1
EasyCard,47000,1617199080,1,穛ρ1布,1133,268,428-FQ,2017/3/22 14:42,12,び緗徽,2017/3/22 15:37,2,浆,33,38,34,4
EasyCard,47000,1617875688,3,稲み布,1133,232,425-FQ,2017/3/18 13:45,0,浆ó,2017/3/18 14:25,3,古ń,14,16,14,2
EasyCard,47000,1617973480,1,穛ρ1布,1133,144,425-FQ,2017/3/31 11:05,0,浆ó,2017/3/31 11:50,10,穝,35,41,36,5
EasyCard,47000,1617973480,1,穛ρ1布,1133,175,429-FQ,2017/3/17 11:00,0,浆ó,2017/3/17 11:51,11,碔,43,48,43,5
EasyCard,47000,1617973480,1,穛ρ1布,1133,175,429-FQ,2017/3/20 10:59,0,浆ó,2017/3/20 11:45,10,穝,36,41,36,5
EasyCard,47000,1617973480,1,穛ρ1布,1141,101,925-FW,2017/3/7 08:57,0,浆ó,2017/3/7 09:30,10,穝,34,39,34,5
EasyCard,47000,1617973480,1,穛ρ1布,1141,133,930-FW,2017/3/25 08:45,0,浆ó,2017/3/25 09:33,10,穝,35,40,35,5
EasyCard,47000,1618011368,3,稲み布,1126,133,930-FW,2017/3/9 06:30,0,浆ó,2017/3/9 08:30,22,秽,89,101,89,12
EasyCard,47000,1618011368,3,稲み布,1126,135,927-FW,2017/3/10 08:36,20,﹁腳,2017/3/10 10:30,0,浆ó,78,91,80,11
EasyCard,47000,1618339560,1,穛ρ1布,1141,133,930-FW,2017/3/11 08:55,0,浆ó,2017/3/11 09:03,2,盵,11,12,11,1
EasyCard,47000,1618339560,1,穛ρ1布,1141,277,930-FW,2017/3/30 08:57,0,浆ó,2017/3/30 09:08,2,浆,11,12,11,1
EasyCard,47000,161866705,0,布,1133,134,430-FQ,2017/3/18 11:59,10,穝,2017/3/18 12:08,12,び緗徽,21,24,21,3
EasyCard,47000,1618975464,1,穛ρ1布,1126,135,927-FW,2017/3/13 10:31,0,浆ó,2017/3/13 10:37,0,盵,11,12,11,1
EasyCard,47000,1618975720,3,稲み布,1133,138,426-FQ,2017/3/24 10:47,0,浆ó,2017/3/24 11:33,6,眃贾,20,22,20,2
EasyCard,47000,1618975720,3,稲み布,1133,268,428-FQ,2017/3/10 10:49,0,浆ó,2017/3/10 11:57,10,穝,35,41,36,5
EasyCard,47000,1618975720,3,稲み布,1141,101,925-FW,2017/3/13 09:05,2,盵,2017/3/13 09:12,5,刺┮,11,12,11,1
EasyCard,47000,1618975720,3,稲み布,1141,133,930-FW,2017/3/20 09:06,2,浆,2017/3/20 09:17,5,瓾,11,12,11,1
EasyCard,47000,1618975720,3,稲み布,1141,135,927-FW,2017/3/6 09:08,2,浆,2017/3/6 09:27,8,刺┮,17,20,17,3
EasyCard,47000,1619128296,1,穛ρ1布,1141,133,930-FW,2017/3/22 08:47,0,浆ó,2017/3/22 09:30,10,穝,35,40,35,5
EasyCard,47000,1619138792,3,稲み布,1133,226,931-FW,2017/3/8 13:55,17,ぱ不,2017/3/8 15:55,0,浆ó,76,86,76,10
EasyCard,47000,1619138792,3,稲み布,1133,226,931-FW,2017/3/9 13:40,0,浆ó,2017/3/9 15:41,17,ぱ不,76,86,76,10
EasyCard,47000,1619182568,3,稲み布,1133,109,495-FQ,2017/3/14 15:07,8,刺┮,2017/3/14 15:55,0,浆ó,29,33,29,4
EasyCard,47000,1619183080,1,穛ρ1布,1133,175,429-FQ,2017/3/17 15:16,6,眃贾,2017/3/17 15:36,6,眃贾,11,12,11,1
EasyCard,47000,1619291368,3,稲み布,1126,133,930-FW,2017/3/23 09:42,11,碔,2017/3/23 09:46,10,穝,11,12,11,1
EasyCard,47000,1619291368,3,稲み布,1133,101,493-FQ,2017/3/31 14:47,10,穝,2017/3/31 14:56,11,碔,11,12,11,1
EasyCard,47000,1619291368,3,稲み布,1133,111,420-FQ,2017/3/2 11:54,10,穝,2017/3/2 12:03,16,厚,38,43,38,5
EasyCard,47000,1619291368,3,稲み布,1133,135,927-FW,2017/3/17 14:45,10,穝,2017/3/17 14:54,11,碔,11,12,11,1
EasyCard,47000,1619291368,3,稲み布,1133,148,953-FW,2017/3/23 14:50,10,穝,2017/3/23 14:59,11,碔,11,12,11,1
EasyCard,47000,1619291368,3,稲み布,1133,205,949-FW,2017/3/25 14:54,10,穝,2017/3/25 15:02,11,碔,11,12,11,1
EasyCard,47000,1619543784,1,穛ρ1布,1133,103,923-FW,2017/3/30 14:30,6,眃贾,2017/3/30 14:57,12,び緗徽,24,27,24,3
EasyCard,47000,1619574248,1,穛ρ1布,1133,109,495-FQ,2017/3/14 11:28,5,瓾,2017/3/14 11:48,10,穝,20,22,20,2
EasyCard,47000,1619574248,1,穛ρ1布,1133,123,955-FW,2017/3/3 11:28,5,瓾,2017/3/3 11:47,10,穝,19,22,19,3
EasyCard,47000,1619574248,1,穛ρ1布,1133,138,426-FQ,2017/3/24 11:29,5,瓾,2017/3/24 11:47,10,穝,20,22,20,2
EasyCard,47000,1619574248,1,穛ρ1布,1133,144,425-FQ,2017/3/31 11:28,5,瓾,2017/3/31 11:47,10,穝,19,22,20,2
EasyCard,47000,1619574248,1,穛ρ1布,1133,175,429-FQ,2017/3/17 11:30,5,瓾,2017/3/17 11:47,10,穝,20,22,20,2
EasyCard,47000,1619574248,1,穛ρ1布,1133,234,952-FW,2017/3/30 11:31,5,瓾,2017/3/30 11:50,10,穝,20,22,20,2
EasyCard,47000,1619574248,1,穛ρ1布,1141,101,925-FW,2017/3/19 08:54,0,浆ó,2017/3/19 11:52,24,拉,149,170,149,21
EasyCard,47000,1619574248,1,穛ρ1布,1141,101,925-FW,2017/3/19 14:57,28,冰,2017/3/19 14:58,28,冰,11,12,11,1
EasyCard,47000,1619574248,1,穛ρ1布,1141,101,925-FW,2017/3/19 16:13,24,拉,2017/3/19 18:34,9,╭狶,118,134,118,16
EasyCard,47000,1619574248,1,穛ρ1布,1141,133,930-FW,2017/3/25 08:45,0,浆ó,2017/3/25 09:30,10,穝,35,40,35,5
EasyCard,47000,1619637480,1,穛ρ1布,1133,103,923-FW,2017/3/30 13:48,0,浆ó,2017/3/30 14:24,4,0き洛皘,15,17,15,2
EasyCard,47000,1619884264,1,穛ρ1布,1141,133,930-FW,2017/3/20 09:05,2,浆,2017/3/20 10:14,17,ぱ不,59,67,59,8
EasyCard,47000,1619902677,1,穛ρ1布,1133,270,961-FW,2017/3/15 12:50,11,碔,2017/3/15 12:57,10,穝,11,12,11,1
EasyCard,47000,1619902677,1,穛ρ1布,1133,270,961-FW,2017/3/15 15:10,12,び緗徽,2017/3/15 15:47,10,穝,11,12,11,1
EasyCard,47000,1619916776,1,穛ρ1布,1133,111,420-FQ,2017/3/25 10:26,0,浆ó,2017/3/25 12:47,17,ぱ不,78,89,78,11
EasyCard,47000,1619916776,1,穛ρ1布,1133,111,420-FQ,2017/3/25 13:02,17,ぱ不,2017/3/25 15:56,0,浆ó,78,89,78,11
EasyCard,47000,1620095464,1,穛ρ1布,1133,138,426-FQ,2017/3/16 14:17,2,浆,2017/3/16 14:23,3,古ń,11,12,11,1
EasyCard,47000,1620095464,1,穛ρ1布,1133,274,920-FW,2017/3/12 14:21,2,盵,2017/3/12 14:25,3,刺┮,11,12,11,1
EasyCard,47000,1620174741,5,厩ネ布,1133,101,493-FQ,2017/3/29 15:22,15,嘹也爵,2017/3/29 15:40,17,ぱ不,25,29,25,4
EasyCard,47000,1620254184,3,稲み布,1133,135,927-FW,2017/3/17 13:53,0,浆ó,2017/3/17 14:41,9,╭狶,33,38,33,5
EasyCard,47000,1620260584,1,穛ρ1布,1133,111,420-FQ,2017/3/25 10:26,0,浆ó,2017/3/25 12:47,17,ぱ不,78,89,78,11
EasyCard,47000,1620260584,1,穛ρ1布,1133,111,420-FQ,2017/3/25 13:02,17,ぱ不,2017/3/25 15:56,0,浆ó,78,89,78,11
EasyCard,47000,1620266725,0,布,1141,135,927-FW,2017/3/28 18:47,5,瓾,2017/3/28 19:03,0,浆ó,33,38,33,5
EasyCard,47000,1620367080,3,稲み布,1133,111,420-FQ,2017/3/25 10:26,0,浆ó,2017/3/25 12:46,17,ぱ不,78,89,78,11
EasyCard,47000,1620367080,3,稲み布,1133,111,420-FQ,2017/3/25 13:02,17,ぱ不,2017/3/25 15:56,0,浆ó,78,89,78,11
EasyCard,47000,1620508392,3,稲み布,1133,138,426-FQ,2017/3/24 15:47,1,盵,2017/3/24 15:53,0,浆ó,11,12,11,1
EasyCard,47000,1620508392,3,稲み布,1133,234,952-FW,2017/3/30 15:43,1,盵,2017/3/30 15:56,0,浆ó,11,12,11,1
EasyCard,47000,1620786664,3,稲み布,1126,101,938-FW,2017/3/25 10:13,2,浆,2017/3/25 10:20,0,浆ó,11,12,11,1
EasyCard,47000,1620786664,3,稲み布,1133,148,953-FW,2017/3/23 13:50,0,浆ó,2017/3/23 15:45,17,ぱ不,78,89,78,11
EasyCard,47000,1620786664,3,稲み布,1133,148,953-FW,2017/3/23 16:42,17,ぱ不,2017/3/23 18:25,0,浆ó,78,89,78,11
EasyCard,47000,1620914920,1,穛ρ1布,1133,111,420-FQ,2017/3/25 10:26,0,浆ó,2017/3/25 12:46,17,ぱ不,78,89,78,11
EasyCard,47000,1620914920,1,穛ρ1布,1133,111,420-FQ,2017/3/25 13:02,17,ぱ不,2017/3/25 15:56,0,浆ó,78,89,78,11
EasyCard,47000,1620921064,3,稲み布,1126,101,925-FW,2017/3/17 06:18,0,浆ó,2017/3/17 08:21,22,秽,91,104,91,13
EasyCard,47000,1620921064,3,稲み布,1126,101,938-FW,2017/3/25 08:41,22,秽,2017/3/25 10:36,0,浆ó,91,104,91,13
EasyCard,47000,1620921064,3,稲み布,1133,101,493-FQ,2017/3/29 13:41,0,浆ó,2017/3/29 15:58,17,ぱ不,78,89,78,11
EasyCard,47000,1620982760,3,稲み布,1141,133,930-FW,2017/3/5 09:07,2,浆,2017/3/5 10:14,17,ぱ不,57,65,57,8
EasyCard,47000,1621616837,0,布,1133,109,495-FQ,2017/3/21 15:33,5,瓾,2017/3/21 15:59,0,浆ó,33,38,33,5
EasyCard,47000,1621616837,0,布,1133,123,955-FW,2017/3/28 15:13,5,瓾,2017/3/28 15:40,0,浆ó,33,38,33,5
EasyCard,47000,1622418693,0,布,1133,1133,961-FW,2017/3/14 15:57,0,浆ó,2017/3/14 17:13,0,浆ó,21,24,21,3
EasyCard,47000,1622536426,0,布,1133,135,927-FW,2017/3/17 17:22,12,び緗徽,2017/3/17 17:30,10,穝,21,24,21,3
EasyCard,47000,1625883925,1,穛ρ1布,1126,133,930-FW,2017/3/7 09:08,17,ぱ不,2017/3/7 10:38,0,浆ó,67,76,67,9
EasyCard,47000,1625910389,1,穛ρ1布,1133,270,961-FW,2017/3/13 09:44,0,浆ó,2017/3/13 09:53,0,浆ó,11,12,11,1
EasyCard,47000,1625910389,1,穛ρ1布,1133,270,961-FW,2017/3/13 13:14,0,浆ó,2017/3/13 13:39,0,浆ó,11,12,11,1
EasyCard,47000,1628776943,0,布,1133,101,493-FQ,2017/3/29 15:22,15,嘹也爵,2017/3/29 15:41,17,ぱ不,25,29,25,4
EasyCard,47000,1630739432,5,厩ネ布,1141,135,927-FW,2017/3/18 09:39,13,琄爵,2017/3/18 09:59,17,ぱ不,46,52,46,6
