布靡そ絪腹,笲そ絪腹,腹,布贺絪腹,布贺絏,隔絬そ隔絪腹,诀絪腹,ó腹,ó丁(),璸禣(),璸禣(),ó丁(),璸禣(),璸禣(),ユ龟Ι,﹍布基,纔磃布基,纔磃肂
EasyCard,47000,1433360374,0,布,1133,175,996-FW,2017/5/26 14:07,0,浆ó,2017/5/26 14:21,5,瓾,33,38,33,5
EasyCard,47000,1436380730,5,厩ネ布,1141,135,927-FW,2017/5/29 08:35,0,浆ó,2017/5/29 09:00,1,盵,21,24,21,3
EasyCard,47000,1438686484,3,稲み布,1141,135,927-FW,2017/5/27 09:39,12,び緗徽,2017/5/27 09:40,13,琄爵,11,13,11,2
EasyCard,47000,1460894952,5,厩ネ布,1133,138,953-FW,2017/5/9 11:57,10,穝,2017/5/9 12:04,12,び緗徽,21,24,21,3
EasyCard,47000,1467739407,0,布,1133,133,925-FW,2017/5/7 13:51,0,浆ó,2017/5/7 14:58,12,び緗徽,87,99,87,12
EasyCard,47000,1483050351,0,布,1133,182,493-FQ,2017/5/21 12:23,14,匪痐,2017/5/21 12:32,15,嘹也爵,23,26,23,3
EasyCard,47000,1483050351,0,布,1133,182,493-FQ,2017/5/21 14:15,16,厚,2017/5/21 14:43,12,び緗徽,63,71,63,8
EasyCard,47000,1490795791,5,厩ネ布,1133,247,955-FW,2017/5/20 16:41,17,ぱ不,2017/5/20 18:12,0,浆ó,155,177,155,22
EasyCard,47000,1500321295,0,布,1133,123,955-FW,2017/5/18 11:36,5,瓾,2017/5/18 12:10,12,び緗徽,53,61,53,8
EasyCard,47000,1553070927,0,布,1133,269,428-FQ,2017/5/14 15:39,6,眃贾,2017/5/14 15:48,6,眃贾,21,24,21,3
EasyCard,47000,1559210511,0,布,1133,105,950-FW,2017/5/29 14:31,15,嘹也爵,2017/5/29 16:17,0,浆ó,130,148,130,18
EasyCard,47000,1565097231,0,布,1133,227,423-FQ,2017/5/1 14:58,12,び緗徽,2017/5/1 16:09,0,浆ó,87,99,87,12
EasyCard,47000,156750385,0,布,1133,247,955-FW,2017/5/20 14:57,12,び緗徽,2017/5/20 15:21,15,嘹也爵,43,49,43,6
EasyCard,47000,156761345,0,布,1133,247,955-FW,2017/5/20 14:57,12,び緗徽,2017/5/20 15:21,15,嘹也爵,43,49,43,6
EasyCard,47000,157028993,0,布,1133,145,976-FW,2017/5/22 12:32,15,嘹也爵,2017/5/22 12:44,16,厚,22,26,22,4
EasyCard,47000,1574135151,0,布,1133,175,429-FQ,2017/5/3 16:44,17,ぱ不,2017/5/3 18:36,0,浆ó,155,177,155,22
EasyCard,47000,1576609487,0,布,1133,247,978-FW,2017/5/28 13:46,0,浆ó,2017/5/28 14:29,0,浆ó,21,24,21,3
EasyCard,47000,1577074012,0,布,1133,105,950-FW,2017/5/29 15:24,10,穝,2017/5/29 15:56,2,浆,53,60,53,7
EasyCard,47000,1586704360,1,穛ρ1布,1133,138,953-FW,2017/5/9 10:51,0,浆ó,2017/5/9 11:14,2,浆,11,12,11,1
EasyCard,47000,1586704360,1,穛ρ1布,1133,145,976-FW,2017/5/22 11:08,0,浆ó,2017/5/22 11:15,2,浆,11,12,11,1
EasyCard,47000,1588058767,0,布,1133,134,430-FQ,2017/5/16 10:47,0,浆ó,2017/5/16 12:42,17,ぱ不,155,177,155,22
EasyCard,47000,1597731055,0,布,1133,227,423-FQ,2017/5/1 14:58,12,び緗徽,2017/5/1 15:07,10,穝,21,24,21,3
EasyCard,47000,1600796901,1,穛ρ1布,1133,182,496-FQ,2017/5/3 13:54,17,ぱ不,2017/5/3 15:57,0,浆ó,78,89,78,11
EasyCard,47000,1601154639,0,布,1133,103,923-FW,2017/5/28 17:08,0,浆ó,2017/5/28 17:25,0,浆ó,21,24,21,3
EasyCard,47000,1601845045,0,布,1133,109,495-FQ,2017/5/4 17:03,0,浆ó,2017/5/4 17:22,0,浆ó,21,24,21,3
EasyCard,47000,1603004965,0,布,1133,105,950-FW,2017/5/29 14:20,15,嘹也爵,2017/5/29 14:31,14,匪痐,23,26,23,3
EasyCard,47000,1604588853,0,布,1133,138,953-FW,2017/5/9 12:07,12,び緗徽,2017/5/9 12:49,17,ぱ不,68,78,68,10
EasyCard,47000,1606132245,1,穛ρ1布,1133,103,923-FW,2017/5/28 16:01,12,び緗徽,2017/5/28 17:04,0,浆ó,44,50,44,6
EasyCard,47000,1608167541,5,厩ネ布,1141,133,930-FW,2017/5/13 14:56,28,冰,2017/5/13 18:36,10,穝,317,361,317,44
EasyCard,47000,1610173925,0,布,1141,135,927-FW,2017/5/1 15:51,24,拉,2017/5/1 19:04,0,浆ó,298,339,298,41
EasyCard,47000,1610261989,0,布,1126,135,927-FW,2017/5/24 10:31,0,浆ó,2017/5/24 10:35,0,浆ó,21,24,21,3
EasyCard,47000,1610903333,1,穛ρ1布,1141,135,927-FW,2017/5/1 08:37,0,浆ó,2017/5/1 09:43,13,琄爵,46,52,46,6
EasyCard,47000,1611617973,0,布,1133,105,950-FW,2017/5/13 14:10,0,浆ó,2017/5/13 14:21,2,浆,21,24,21,3
EasyCard,47000,1615175733,0,布,1133,227,423-FQ,2017/5/1 10:48,0,浆ó,2017/5/1 12:36,15,嘹也爵,130,148,130,18
EasyCard,47000,1615944309,0,布,1133,270,961-FW,2017/5/1 09:01,0,浆ó,2017/5/1 09:21,0,浆ó,21,24,21,3
EasyCard,47000,1616727733,0,布,1133,105,950-FW,2017/5/29 12:18,12,び緗徽,2017/5/29 12:54,15,嘹也爵,43,49,43,6
EasyCard,47000,1616969704,3,稲み布,1126,133,930-FW,2017/5/1 06:28,0,浆ó,2017/5/1 07:58,17,ぱ不,69,78,69,9
EasyCard,47000,1616969704,3,稲み布,1126,133,930-FW,2017/5/14 06:29,0,浆ó,2017/5/14 07:47,16,厚,66,75,66,9
EasyCard,47000,1616969704,3,稲み布,1133,189,427-FQ,2017/5/7 11:31,5,瓾,2017/5/7 12:58,17,ぱ不,61,70,61,9
EasyCard,47000,1616969704,3,稲み布,1133,269,428-FQ,2017/5/14 11:58,10,穝,2017/5/14 12:37,17,ぱ不,42,47,42,5
EasyCard,47000,1617199080,1,穛ρ1布,1133,120,428-FQ,2017/5/12 13:48,0,浆ó,2017/5/12 14:19,2,浆,11,12,11,1
EasyCard,47000,1617199080,1,穛ρ1布,1133,175,423-FQ,2017/5/25 10:50,0,浆ó,2017/5/25 11:36,6,眃贾,20,22,20,2
EasyCard,47000,1617199080,1,穛ρ1布,1133,227,423-FQ,2017/5/1 14:00,17,ぱ不,2017/5/1 15:43,2,浆,68,77,68,9
EasyCard,47000,1617199080,1,穛ρ1布,1133,269,925-FW,2017/5/2 13:47,0,浆ó,2017/5/2 14:14,1,盵,11,12,11,1
EasyCard,47000,1617199080,1,穛ρ1布,1141,135,927-FW,2017/5/12 09:00,1,盵,2017/5/12 09:56,17,ぱ不,61,69,61,8
EasyCard,47000,1617427432,3,稲み布,1133,205,949-FW,2017/5/13 14:00,17,ぱ不,2017/5/13 15:23,5,瓾,61,70,61,9
EasyCard,47000,1617654504,3,稲み布,1141,133,930-FW,2017/5/13 09:09,2,浆,2017/5/13 10:15,17,ぱ不,59,67,59,8
EasyCard,47000,1617654504,3,稲み布,1141,135,927-FW,2017/5/1 09:05,2,浆,2017/5/1 10:10,17,ぱ不,59,67,59,8
EasyCard,47000,1617654504,3,稲み布,1141,135,927-FW,2017/5/7 09:02,2,浆,2017/5/7 10:06,17,ぱ不,59,67,59,8
EasyCard,47000,1617875688,3,稲み布,1141,135,927-FW,2017/5/7 08:55,0,浆ó,2017/5/7 09:08,3,古ń,14,16,14,2
EasyCard,47000,1617973480,1,穛ρ1布,1133,142,978-FW,2017/5/2 11:08,0,浆ó,2017/5/2 11:55,10,穝,36,41,36,5
EasyCard,47000,1617973480,1,穛ρ1布,1133,189,427-FQ,2017/5/23 10:59,0,浆ó,2017/5/23 11:51,10,穝,36,41,36,5
EasyCard,47000,1617973480,1,穛ρ1布,1133,231,951-FW,2017/5/19 11:09,0,浆ó,2017/5/19 11:54,10,穝,36,41,36,5
EasyCard,47000,1617973480,1,穛ρ1布,1141,135,927-FW,2017/5/25 18:26,10,穝,2017/5/25 18:53,2,浆,25,29,25,4
EasyCard,47000,1618011368,3,稲み布,1133,142,978-FW,2017/5/2 14:54,11,碔,2017/5/2 15:40,0,浆ó,43,48,43,5
EasyCard,47000,1618054632,1,穛ρ1布,1141,135,927-FW,2017/5/12 08:42,0,浆ó,2017/5/12 08:44,0,浆ó,11,12,11,1
EasyCard,47000,1618085608,3,稲み布,1133,142,978-FW,2017/5/2 11:18,1,盵,2017/5/2 12:06,12,び緗徽,36,41,36,5
EasyCard,47000,1618085608,3,稲み布,1133,247,952-FW,2017/5/6 14:13,1,盵,2017/5/6 14:57,11,碔,35,39,35,4
EasyCard,47000,1618339560,1,穛ρ1布,1141,135,927-FW,2017/5/20 08:52,0,浆ó,2017/5/20 09:03,2,浆,11,12,11,1
EasyCard,47000,1618490344,1,穛ρ1布,1133,134,430-FQ,2017/5/5 16:16,0,浆ó,2017/5/5 16:21,0,浆ó,11,12,11,1
EasyCard,47000,1618975720,3,稲み布,1126,133,930-FW,2017/5/2 06:52,2,浆,2017/5/2 07:17,9,╭狶,22,25,22,3
EasyCard,47000,1618975720,3,稲み布,1126,133,930-FW,2017/5/2 10:38,8,刺┮,2017/5/2 11:22,0,浆ó,28,32,28,4
EasyCard,47000,1618975720,3,稲み布,1126,133,930-FW,2017/5/28 06:50,2,浆,2017/5/28 07:01,6,眃贾,11,12,11,1
EasyCard,47000,1618975720,3,稲み布,1126,135,927-FW,2017/5/5 10:48,6,眃贾,2017/5/5 10:58,2,浆,11,12,11,1
EasyCard,47000,1618975720,3,稲み布,1126,135,927-FW,2017/5/24 06:50,2,浆,2017/5/24 07:14,9,╭狶,22,25,22,3
EasyCard,47000,1618975720,3,稲み布,1126,226,931-FW,2017/5/31 06:55,2,浆,2017/5/31 07:17,8,刺┮,18,20,18,2
EasyCard,47000,1618975720,3,稲み布,1133,105,950-FW,2017/5/29 11:27,2,浆,2017/5/29 11:42,6,眃贾,11,12,11,1
EasyCard,47000,1618975720,3,稲み布,1133,133,953-FW,2017/5/19 14:21,2,浆,2017/5/19 14:34,6,眃贾,11,12,11,1
EasyCard,47000,1618975720,3,稲み布,1133,138,953-FW,2017/5/9 11:19,2,浆,2017/5/9 11:35,6,眃贾,11,12,11,1
EasyCard,47000,1618975720,3,稲み布,1133,138,953-FW,2017/5/26 15:24,6,眃贾,2017/5/26 15:38,2,浆,11,12,11,1
EasyCard,47000,1618975720,3,稲み布,1133,151,948-FW,2017/5/12 10:50,0,浆ó,2017/5/12 11:35,6,眃贾,20,22,20,2
EasyCard,47000,1618975720,3,稲み布,1133,168,948-FW,2017/5/31 10:51,0,浆ó,2017/5/31 11:40,6,眃贾,20,22,20,2
EasyCard,47000,1618975720,3,稲み布,1133,168,950-FW,2017/5/15 14:19,2,浆,2017/5/15 14:50,8,刺┮,19,22,19,3
EasyCard,47000,1618975720,3,稲み布,1133,175,423-FQ,2017/5/25 10:39,0,浆ó,2017/5/25 11:46,8,刺┮,29,33,29,4
EasyCard,47000,1618975720,3,稲み布,1133,182,493-FQ,2017/5/21 15:31,3,古ń,2017/5/21 16:06,0,浆ó,14,16,14,2
EasyCard,47000,1618975720,3,稲み布,1133,189,427-FQ,2017/5/23 10:37,0,浆ó,2017/5/23 11:33,6,眃贾,20,22,20,2
EasyCard,47000,1618975720,3,稲み布,1141,133,925-FW,2017/5/5 09:05,2,浆,2017/5/5 09:17,6,眃贾,11,12,11,1
EasyCard,47000,1619183080,1,穛ρ1布,1133,227,423-FQ,2017/5/1 10:49,0,浆ó,2017/5/1 11:00,0,浆ó,11,12,11,1
EasyCard,47000,1619231976,1,穛ρ1布,1133,168,948-FW,2017/5/31 15:37,2,浆,2017/5/31 15:43,1,盵,11,12,11,1
EasyCard,47000,1619251432,1,穛ρ1布,1133,135,927-FW,2017/5/9 14:08,0,浆ó,2017/5/9 14:44,10,穝,36,41,36,5
EasyCard,47000,1619251432,1,穛ρ1布,1133,151,948-FW,2017/5/12 11:19,2,浆,2017/5/12 11:49,10,穝,27,30,27,3
EasyCard,47000,1619251432,1,穛ρ1布,1133,175,423-FQ,2017/5/25 11:19,2,浆,2017/5/25 11:49,10,穝,27,30,27,3
EasyCard,47000,1619251432,1,穛ρ1布,1133,189,427-FQ,2017/5/23 11:08,0,浆ó,2017/5/23 11:47,10,穝,36,41,36,5
EasyCard,47000,1619251432,1,穛ρ1布,1133,227,423-FQ,2017/5/1 10:45,0,浆ó,2017/5/1 11:46,10,穝,36,41,36,5
EasyCard,47000,1619251432,1,穛ρ1布,1133,231,951-FW,2017/5/19 11:22,2,浆,2017/5/19 11:51,10,穝,27,30,27,3
EasyCard,47000,1619291368,3,稲み布,1133,135,927-FW,2017/5/9 14:47,10,穝,2017/5/9 14:55,11,碔,11,12,11,1
EasyCard,47000,1619291368,3,稲み布,1133,269,925-FW,2017/5/2 14:51,10,穝,2017/5/2 14:58,11,碔,11,12,11,1
EasyCard,47000,1619543784,1,穛ρ1布,1133,103,923-FW,2017/5/28 11:22,0,浆ó,2017/5/28 12:20,11,碔,43,48,43,5
EasyCard,47000,1619543784,1,穛ρ1布,1133,138,953-FW,2017/5/26 11:31,4,0き洛皘,2017/5/26 12:06,12,び緗徽,29,33,29,4
EasyCard,47000,1619574248,1,穛ρ1布,1133,109,495-FQ,2017/5/4 11:29,5,瓾,2017/5/4 11:46,10,穝,20,22,20,2
EasyCard,47000,1619574248,1,穛ρ1布,1133,134,430-FQ,2017/5/5 11:29,5,瓾,2017/5/5 11:46,10,穝,20,22,20,2
EasyCard,47000,1619574248,1,穛ρ1布,1133,138,953-FW,2017/5/26 11:35,5,瓾,2017/5/26 11:54,10,穝,20,22,20,2
EasyCard,47000,1619574248,1,穛ρ1布,1133,142,978-FW,2017/5/2 11:35,5,瓾,2017/5/2 11:52,8,刺┮,12,14,12,2
EasyCard,47000,1619574248,1,穛ρ1布,1133,142,978-FW,2017/5/2 15:01,10,穝,2017/5/2 15:52,0,浆ó,36,41,36,5
EasyCard,47000,1619574248,1,穛ρ1布,1133,145,976-FW,2017/5/22 11:32,5,瓾,2017/5/22 11:51,9,╭狶,16,19,16,3
EasyCard,47000,1619574248,1,穛ρ1布,1133,151,948-FW,2017/5/12 11:30,5,瓾,2017/5/12 11:50,10,穝,20,22,20,2
EasyCard,47000,1619639365,1,穛ρ1布,1133,182,493-FQ,2017/5/21 12:23,14,匪痐,2017/5/21 12:32,15,嘹也爵,12,13,12,1
EasyCard,47000,1619639365,1,穛ρ1布,1133,182,493-FQ,2017/5/21 14:15,16,厚,2017/5/21 14:43,12,び緗徽,32,36,32,4
EasyCard,47000,1620192597,0,布,1133,189,427-FQ,2017/5/23 15:39,1,盵,2017/5/23 15:59,0,浆ó,21,24,21,3
EasyCard,47000,1620202728,1,穛ρ1布,1133,133,925-FW,2017/5/7 13:49,0,浆ó,2017/5/7 14:13,1,盵,11,12,11,1
EasyCard,47000,1620260584,1,穛ρ1布,1133,219,919-FW,2017/5/17 13:52,0,浆ó,2017/5/17 15:28,17,ぱ不,78,89,78,11
EasyCard,47000,1620260584,1,穛ρ1布,1133,219,919-FW,2017/5/17 16:40,17,ぱ不,2017/5/17 17:55,2,浆,68,77,68,9
EasyCard,47000,1620431848,3,稲み布,1126,133,925-FW,2017/5/10 09:57,10,穝,2017/5/10 10:31,1,盵,27,31,27,4
EasyCard,47000,1620508392,3,稲み布,1133,247,952-FW,2017/5/18 18:03,1,盵,2017/5/18 18:10,0,浆ó,11,12,11,1
EasyCard,47000,1620728296,3,稲み布,1141,133,930-FW,2017/5/3 09:05,2,浆,2017/5/3 09:29,9,╭狶,22,25,22,3
EasyCard,47000,1620728296,3,稲み布,1141,133,930-FW,2017/5/13 09:13,2,浆,2017/5/13 09:36,9,╭狶,22,25,22,3
EasyCard,47000,1620786664,3,稲み布,1133,182,496-FQ,2017/5/3 10:46,0,浆ó,2017/5/3 10:59,0,浆ó,11,12,11,1
EasyCard,47000,1620873448,1,穛ρ1布,1126,133,925-FW,2017/5/6 06:54,2,浆,2017/5/6 07:29,12,び緗徽,31,35,31,4
EasyCard,47000,1620873448,1,穛ρ1布,1133,247,952-FW,2017/5/6 13:50,0,浆ó,2017/5/6 14:16,2,浆,11,12,11,1
EasyCard,47000,1620940008,3,稲み布,1133,138,953-FW,2017/5/9 10:50,0,浆ó,2017/5/9 11:27,4,0き洛皘,15,17,15,2
EasyCard,47000,1620940008,3,稲み布,1133,182,496-FQ,2017/5/3 11:02,0,浆ó,2017/5/3 11:11,1,盵,11,12,11,1
EasyCard,47000,1620940008,3,稲み布,1141,135,927-FW,2017/5/18 08:35,0,浆ó,2017/5/18 08:43,0,浆ó,11,12,11,1
